TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Safety,District 07,Mercer,254205,07-00990.00,,HSIP,HSIP 5129(017),MAGO CONSTRUCTION COMPANY LLC,0708401522501,2025-08-21,344827.62,344827.62
Rural Roads Projects,District 07,Mercer,253097,,,CB06,CB06 084 1160 008-011,MAGO CONSTRUCTION COMPANY LLC,0708411602502,2025-08-21,288415.9,288415.9
Safety,District 07,Madison,254109,07-09040.00,,FD04,FD04 076 0052 016-019,THE ALLEN COMPANY INC,0707600522501,2025-08-21,1424433.67,1424433.67
Pavement Asset Management,District 07,Bourbon,252257,07-05008.00,,FD04,FD04 009 0460 019-020,FREDERICK & MAY CONSTRUCTION CO,MP00904602501,2025-07-24,146004.0,146004.0
Pavement Asset Management,District 07,Madison,252112,,,FD05,FD05 076 0025 016-021,THE ALLEN COMPANY INC,MP07600252501,2025-07-24,2941904.21,2941904.21
Rural Roads Projects,District 07,Bourbon,253078,,,CB06,CB06 009 1893 000-005,HINKLE CONTRACTING COMPANY LLC,0700918932501,2025-07-24,530098.99,530098.99
Pavement Asset Management,District 07,Fayette,252283,,,FD05,FD05 034 0027 006-009,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP03400272501,2025-07-24,692897.09,692897.09
Pavement Asset Management,District 07,Jessamine,252302,,,FD05,FD05 057 0068 010-013,LEXINGTON QUARRY COMPANY,MP05700682501,2025-07-24,915614.05,915614.05
Pavement Asset Management,District 07,Jessamine,252258,,,FD05,FD05 057 027X 000-003,LEXINGTON QUARRY COMPANY,MP057027X2501,2025-07-24,805050.0,805050.0
Pavement Asset Management,District 07,Mercer,252170,,,FD05,FD05 084 127B 000-005,MAGO CONSTRUCTION COMPANY LLC,MP084127B2501,2025-07-24,2984327.63,2984327.63
Pavement Asset Management,District 07,Fayette,252245,,,FD05,FD05 034 0353 000-007,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP03403532501,2025-06-26,1403768.74,1403768.74
Pavement Asset Management,District 07,Fayette,252244,,,FD05,FD05 034 2328 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP03423282501,2025-06-26,184705.04,184705.04
Pavement Asset Management,District 07,Fayette,252250,,,FD05,FD05 034 2886 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP03428862501,2025-06-26,66479.98,66479.98
Pavement Asset Management,District 07,Madison,252252,,,FD05,FD05 076 0169 007-013),THE ALLEN COMPANY INC,MP07601692501,2025-06-26,539164.32,539164.32
Pavement Asset Management,District 07,Madison,252255,,,FD05,FD05 076 0595 022-025,THE ALLEN COMPANY INC,MP07605952501,2025-06-26,222167.1,222167.1
Bridge Asset Management,District 07,Fayette,255381,07-10045.00,"STP, BRZ",,STP BRZ 9030 (499),M&M SERVICES CO INC,BR03400752500,2025-06-26,1477232.97,1477232.97
Pavement Asset Management,District 07,Scott,252222,,,FD05,FD05 105 0032 023-027,NALLY & GIBSON GEORGETOWN LLC DBA HAMILTON-HINKLE PAVING CO,MP10500322501,2025-05-22,455157.0,455157.0
Pavement Asset Management,District 07,Scott,252221,,,FD05,FD05 105 0062 000-003,NALLY & GIBSON GEORGETOWN LLC DBA HAMILTON-HINKLE PAVING CO,MP10500622501,2025-05-22,256521.21,256521.21
Pavement Asset Management,District 07,Scott,252220,,,FD05,FD05 105 0227 008-016,NALLY & GIBSON GEORGETOWN LLC DBA HAMILTON-HINKLE PAVING CO,MP10502272501,2025-05-22,701752.8,701752.8
Pavement Asset Management,District 07,Woodford,252223,,,FD05,FD05 120 0060 010-012,LEXINGTON QUARRY COMPANY,MP12000602501,2025-05-22,327156.26,327156.26
Pavement Asset Management,District 07,Garrard,252230,,,FD05,FD05 040 0052 000-005,THE ALLEN COMPANY INC,MP04000522503,2025-05-22,1538404.01,554573.34
Pavement Asset Management,District 07,Garrard,252230,,,FD05,FD05 040 0027 004-010,THE ALLEN COMPANY INC,MP04000272501,2025-05-22,1538404.01,983830.68
Pavement Asset Management,District 07,Fayette,254301,,,FD05,FD05 034 0418 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP03404182501,2025-05-22,13228293.34,1298625.07
Pavement Asset Management,District 07,Fayette,254301,,,FD05,FD05 034 0025 008-010,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP03400252501,2025-05-22,13228293.34,975099.11
Safety,District 07,Fayette,254301,07-09012.00,,,SLX 4181(033),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,0703400252503,2025-05-22,13228293.34,2022935.46
Safety,District 07,Fayette,254301,07-09012.00,,HSIP,HSIP 4181(033),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,0703400252501,2025-05-22,13228293.34,8576899.66
Safety,District 07,Fayette,254301,07-09012.00,,HSIP,HSIP VRU 4181(033),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,0703400252502,2025-05-22,13228293.34,354734.04
Rural Roads Projects,District 07,Jessamine,253024,,,CB06,CB06 057 3374 000-002,LEXINGTON QUARRY COMPANY,07057337425W2,2025-04-24,154935.96,154935.96
Pavement Asset Management,District 07,Boyle,252160,,,FD05,FD05 011 0150 004-013,THE ALLEN COMPANY INC,MP01101502501,2025-04-24,2355973.3,2355973.3
Pavement Asset Management,District 07,Bourbon,252114,,,FD05,FD05 009 0027 005-007,HINKLE CONTRACTING COMPANY LLC,MP00900272501,2025-03-20,555189.9,555189.9
Safety,District 07,Various,254707,07-00991.00,,HSIP,HSIP 9010(681),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0703400752501,2025-03-20,399357.4,80533.93
Safety,District 07,Various,254707,07-09038.00,,HSIP,HSIP 9010(714),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0707600752501,2025-03-20,399357.4,72073.93
Safety,District 07,Various,254707,07-09036.00,,HSIP,HSIP 9010(702),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0705700272502,2025-03-20,399357.4,64914.26
Safety,District 07,Various,254707,07-09037.00,,HSIP,HSIP 9010(703),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0705700272503,2025-03-20,399357.4,38734.26
Safety,District 07,Various,254707,07-09035.00,,HSIP,HSIP 9010(701),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0705700272501,2025-03-20,399357.4,143101.02
Highway Improvement,District 07,Madison,251103,07-22115.00,,NHPP,NHPP 0754(068),THE ALLEN COMPANY INC,DE07600752503,2025-02-20,13501557.86,13501557.86
Bridge Asset Management,District 07,Various,252962,,,FE02,FE02 040 1355 B00029N,DELONG CONCRETE LLC,MB04013552501,2025-02-20,476667.88,132237.26
Bridge Asset Management,District 07,Various,252962,,,FE02,FE02 040 1355 B00030N,DELONG CONCRETE LLC,MB04013552502,2025-02-20,476667.88,138808.67
Bridge Asset Management,District 07,Various,252962,,,FE02,FE02 011 1856 B00031N,DELONG CONCRETE LLC,MB01118562501,2025-02-20,476667.88,205621.95
Rural Roads Projects,District 07,Fayette,253014,,,CB06,CB06 034 1923 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,0703419232502,2025-02-20,176921.53,176921.53
Pavement Asset Management,District 07,Clark,252063,,,FD05,FD05 025 1927 006-009,THE ALLEN COMPANY INC,MP02519272501,2025-02-20,277579.3,277579.3
Pavement Asset Management,District 07,Jessamine,252029,,,FD05,FD05 057 0029 009-011,LEXINGTON QUARRY COMPANY,MP05700292501,2025-01-23,251618.0,199547.93
Pavement Asset Management,District 07,Jessamine,252029,,,FE01,FE01 057 0029 009-011,LEXINGTON QUARRY COMPANY,MP05700292502,2025-01-23,251618.0,52070.07
Pavement Asset Management,District 07,Garrard,252046,,,FD05,FD05 040 0052 009-012,THE ALLEN COMPANY INC,MP04000522501,2025-01-23,599319.67,178218.19
Pavement Asset Management,District 07,Garrard,252046,,,FD05,FD05 040 0052 013-017,THE ALLEN COMPANY INC,MP04000522502,2025-01-23,599319.67,421101.48
Pavement Asset Management,District 07,Montgomery,252058,,,FD05,FD05 087 0060 004-007,WALKER CONSTRUCTION & MATERIALS LLC,MP08700602401,2025-01-23,706500.0,706500.0
Pavement Asset Management,District 07,Madison,252059,,,FD05,FD05 076 0025 025-029,THE ALLEN COMPANY INC,MP07600252401,2025-01-23,448894.59,448894.59
Bridge Asset Management,District 07,Anderson,252961,,,FE02,FE02 003 1213 B00023N,HALL CONTRACTING OF KENTUCKY INC,MB00312132501,2025-01-23,105000.0,105000.0
Pavement Asset Management,District 07,Fayette,252027,,,FD05,FD05 034 1978 001-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP03419782501,2025-01-23,84443.31,84443.31
Pavement Asset Management,District 07,Clark,252032,,,FD05,FD05 025 0089 000-010,THE ALLEN COMPANY INC,MP02500892501,2025-01-23,846273.25,846273.25
Pavement Asset Management,District 07,Madison,252033,,,FD05,FD05 076 0052 000-002,THE ALLEN COMPANY INC,MP07600522501,2025-01-23,161499.05,161499.05
