DISTRICT,COUNTY,LATITUDE,LONGITUDE,OWNERSHIP,LOAD_RATING_AGENCY,BRIDGE_ID,OWNER,ADMINAREA,RATINGDATE,DECK_AREA,GFP,NHS,STATE_LOCAL,DECADE,SS_CODE,DECK_RATING,SUB_RATING,SUPER_RATING,ADT,FACILITY_CARRIED,FEATURE_INTERSECT,BRIDGE_DESCRIPTION,POSTED,GROSS_POSTING,SERVICE_ON,SERVICE_UNDER
District 05,Jefferson,38.220686111,-85.505833333,KYTC,CONTRACTOR,056B00549N,01,3,2023-06-20,11183.0,Fair,Yes,State,2020s,State Primary (Interst.),7,8,6,71346.0,I-265,I-64 EB TO I-265 NB,1 (102 FT) PPC I-BEAM SPAN,"A Open, no restriction",,1 Highway,1 Highway
District 05,Jefferson,38.277216687,-85.79886502,KYTC,KYTC,056B00284N,01,3,2022-02-23,251055.0,Fair,Yes,State,1960s,State Primary (Interst.),6,5,6,65180.0,I-64,NS RAILROAD,30 - 8 SERIES OF CONT WSPG SPANS,"A Open, no restriction",,1 Highway,2 Railroad
District 05,Franklin,38.166666667,-84.878055556,KYTC,KYTC,037B00110N,01,3,2020-10-12,0.0,Good,No,State,2020s,State Secondary,N,N,N,4922.0,KY 420,CEDAR RUN,DOUBLE (15x10x81 FT) RC BOX CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Spencer,38.095,-85.370277778,KYTC,CONTRACTOR,108B00053N,01,3,2023-11-15,1920.0,Fair,No,State,2020s,Rural Secondary,9,5,9,1608.0,KY 1169,ELK CREEK,2 (40-40 FT) PPC CB17-48 BOX BEAM SPANS W/ 5 IN RC DECK,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Franklin,38.252305,-84.759852,KYTC,KYTC,037B00111N,01,3,2023-11-15,1290.0,Good,No,State,2020s,Rural Secondary,8,8,7,708.0,KY 1689,TRIB TO N ELKHORN CREEK,1 (63 FT) PPC CB27 BOX BEAM SPAN W/ 5 IN RC DECK,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Jefferson,38.256801,-85.721609,KYTC,CONTRACTOR,056T00939L,01,3,2019-11-01,31151.45,Fair,Yes,State,1960s,State Primary (Interst.),5,5,6,34546.0,I-64 WB,US 42 EB & BEARGRASS CRK,6 (64-94-64 FT RLD BM & 86-114-86 FT WSPG) CONT SPANS,"A Open, no restriction",,1 Highway,6 Highway-waterway
District 05,Spencer,37.9925,-85.388333333,KYTC,KYTC,108B00051N,01,3,2023-01-11,2262.0,Fair,No,State,2010s,Rural Secondary,7,6,7,197.0,KY 2885,SIMPSON CREEK,1 (87 FT) PPC I-BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Bullitt,38.014772222,-85.704652778,KYTC,KYTC,015B00104L,01,3,2017-12-21,16537.5,Good,No,State,2010s,State Primary (Other),7,7,8,4247.0,KY 61 SB,CSX RAILROAD,3 (114-143-100 FT) CONT WTHR ST PL GIRDER SPANS,"A Open, no restriction",,1 Highway,2 Railroad
District 05,Henry,38.427977778,-85.026811111,County,KYTC,052C00059N,02,3,2020-06-25,504.0,Good,No,Local,2020s,,7,8,8,,JOES BRANCH RD,JOES BRANCH,1 (31 FT) WTHR STEEL W21x62 I-BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Jefferson,38.239595,-85.737534,County,KYTC,056C00260N,02,3,2023-09-21,3246.0,Good,No,Local,2010s,,7,7,7,4771.0,E BRECKINRIDGE ST,S FORK BEARGRASS CREEK ,1 (51 FT) PPC SPREAD BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Jefferson,38.244444444,-85.735555556,KYTC,CONTRACTOR,056B00546N,01,3,2021-05-18,4032.0,Good,Yes,State,2020s,State Primary (Other),N,N,N,17132.0,US 150,S FORK BEARGRASS CREEK,SINGLE (42x12x96 FT) PRECAST CONC CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Jefferson,38.278628123,-85.822069369,KYTC,CONTRACTOR,056B00279N,01,8,2011-09-09,99160.0,Fair,Yes,State,1960s,State Primary (Interst.),5,6,6,81936.0,I-64,"OHIO RIVER, W WATER ST",2 (800-800) ARCH TRUSS SPANS,"A Open, no restriction",,5 Highway-pedestrian,6 Highway-waterway
District 05,Jefferson,38.12775893,-85.504988942,KYTC,KYTC,056B00280N,01,3,2022-05-31,1200.0,Poor,No,State,1970s,Rural Secondary,6,5,4,2561.0,KY 1819,BRUSH RUN,1 (48 FT) PPC BOX BEAM SPAN,P Posted for load,,1 Highway,5 Waterway
District 05,Jefferson,38.270209162,-85.782773112,KYTC,KYTC,056B00281N,01,3,2022-03-23,6609.0,Poor,Yes,State,1970s,State Primary (Interst.),6,4,5,81936.0,I-64 EB OFF RAMP,NORTHWESTERN PKWY,4 (55-86-58-40 FT) COMP STEEL GIRDER SPANS,P Posted for load,,1 Highway,1 Highway
District 05,Jefferson,38.269944039,-85.782287249,KYTC,CONTRACTOR,056B00282N,01,3,2017-12-12,52265.0,Fair,Yes,State,1970s,State Primary (Interst.),6,6,6,65180.0,I-64,22ND ST & NORTHWESTERN,6 CONT WSPG SPANS (PIN AND HANGER),P Posted for load,,1 Highway,1 Highway
District 05,Jefferson,38.2753928,-85.790752101,KYTC,CONTRACTOR,056B00283N,01,3,2020-07-20,95696.0,Fair,Yes,State,1970s,State Primary (Interst.),6,5,6,65180.0,I-64,"NS RR, 27TH ST & LANNAN",4 SERIES OF CONT WSPG SPANS (PIN AND HANGER),"A Open, no restriction",,1 Highway,4 Highway-railroad
District 05,Jefferson,38.296448,-85.547003,KYTC,KYTC,056B00288L,01,3,2021-02-19,9398.0,Fair,Yes,State,1970s,State Primary (Interst.),6,5,5,29699.0,I-265 SB,I-265 SB OFF RAMP,3 (42-73-52 FT) CONT ROLLED STEEL BEAM SPANS,"A Open, no restriction",,1 Highway,1 Highway
District 05,Jefferson,38.296631,-85.546804,KYTC,KYTC,056B00288R,01,3,2021-02-19,9398.0,Fair,Yes,State,1970s,State Primary (Interst.),5,5,5,29699.0,I-265 NB,I-265 SB OFF RAMP,3 (42-73-52 FT) CONT ROLLED STEEL BEAM SPANS,"A Open, no restriction",,1 Highway,1 Highway
District 05,Jefferson,38.286240855,-85.514501261,KYTC,KYTC,056B00289L,01,3,2023-06-13,23107.0,Fair,Yes,State,1970s,State Primary (Interst.),6,5,5,29721.0,I-265 SB,KY 146 & CSX RAILROAD,"5 (80-130-80, 60-60 FT) CONT STEEL BEAM SPANS","A Open, no restriction",,1 Highway,4 Highway-railroad
District 05,Jefferson,38.286477526,-85.514414669,KYTC,KYTC,056B00289R,01,3,2023-06-13,22775.0,Fair,Yes,State,1970s,State Primary (Interst.),6,5,5,29699.0,I-265 NB,KY 146 & CSX RAILROAD,"5 (80-130-80, 60-60 FT) CONT STEEL BEAM SPANS",P Posted for load,,1 Highway,4 Highway-railroad
District 05,Jefferson,38.258837919,-85.765467919,KYTC,CONTRACTOR,056B00300N,01,3,2021-01-06,40276.0,Fair,Yes,State,1970s,State Primary (Interst.),7,6,6,58404.0,I-64 WB ON RAMP 1,"I-64, RAMP 4 & US 31W WB","17 (VARIES 49-106 FT) WSPG SPANS, PIN AND LINK",P Posted for load,,1 Highway,1 Highway
District 05,Jefferson,38.258215,-85.764845787,KYTC,CONTRACTOR,056B00301N,01,3,2017-05-18,8969.0,Good,Yes,State,1970s,State Primary (Interst.),7,7,7,83121.0,I-64 EB ON RAMP 2,9TH & WASHINGTON ST,6 (VARIES 44-72 FT) WSPG SPANS W/ CROSS GIRDERS,"A Open, no restriction",,1 Highway,0 Other
District 05,Jefferson,38.25805694,-85.765615877,KYTC,CONTRACTOR,056B00302N,01,3,2017-05-18,20463.0,Fair,Yes,State,1970s,State Primary (Interst.),7,7,6,58404.0,I-64 EB OFF RAMP,US 31W WB & I-64 RAMP 4,"8 (VARIES 54-100 FT) WSPG SPANS W/ BOX CR GRD, PIN&LINK","A Open, no restriction",,1 Highway,1 Highway
District 05,Jefferson,38.111348675,-85.701434882,KYTC,KYTC,056B00305N,01,3,2016-08-04,6222.0,Fair,Yes,State,1980s,State Primary (Interst.),N,N,N,105630.0,I-65 & RAMP,MUD CREEK,DOUBLE (15x7x333 FT) RC BOX CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Jefferson,38.137045138,-85.706847494,KYTC,KYTC,056B00307N,01,3,2015-09-10,48093.0,Poor,No,State,1980s,State Primary (Other),4,5,6,25143.0,KY 1065,I-65,4 (47-161-172-45 FT) STEEL BEAM SPANS,"A Open, no restriction",,1 Highway,1 Highway
District 05,Jefferson,38.132609188,-85.52485385,KYTC,KYTC,056B00309N,01,3,2023-06-27,4182.0,Fair,No,State,1980s,Rural Secondary,6,6,6,2561.0,KY 1819,CHENOWETH RUN,3 (47-47-34 FT) CONT TYPE II PPC I-BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Jefferson,38.190752066,-85.704534804,KYTC,KYTC,056B00310L,01,3,2023-06-27,53702.0,Fair,No,State,1980s,State Primary (Other),6,6,6,15501.0,KY 864 SB,NS RAILROAD,17 CONT PPC I-BEAM SPANS,"A Open, no restriction",,1 Highway,4 Highway-railroad
District 05,Jefferson,38.154182628,-85.885526113,KYTC,KYTC,056B00311N,01,3,2020-03-11,2830.0,Fair,Yes,State,1980s,State Primary (Other),N,N,N,19835.0,KY 1934,TRIB TO MILL CREEK,DOUBLE (10x5x131 FT) RC BOX CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Jefferson,38.157475412,-85.884681326,KYTC,CONTRACTOR,056B00312N,01,3,2017-07-24,2604.0,Fair,Yes,State,1980s,State Primary (Other),N,N,N,19835.0,KY 1934,TRIB TO MILL CREEK,DOUBLE (12x6x105 FT) RC BOX CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
District 05,Jefferson,38.177112121,-85.865833374,KYTC,KYTC,056B00313N,01,3,2022-10-18,16626.0,Fair,Yes,State,1980s,State Primary (Other),6,7,6,21125.0,KY 1934,MILL CREEK CUTOFF,3 (60-70-60 FT) CONT PPC I-BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
