TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Pavement Asset Management,District 08,Adair,,KY 80,SOUTH BURKESVILLE ROAD,C,FD05,,1100,192331,1095401C,1.2670,BIT SURF & RESTORE,0,0,10954,2019-09-14,(MP 11.788) BEGIN AT THE INTERSECTION OF KY55/KY 61/KY 80 EXTENDING NORTH TO THE INTERSECTION OF KY 80/KY 55X (MP 13.055),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2020,2020,388806.0
Pavement Asset Management,District 08,Adair,,KY 6177,INDUSTRIAL PARK ROAD,C,FD05,,1100,202295,1225101C,0.7350,BIT SURF & RESTORE,0,0,12251,2020-12-07,(KY 6177) (MP 0.000) BEGINNING AT KY 55 EXTENDING EAST TO THE END OF STATE MAINTENANCE. (MP 0.735),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2021,2021,72490.0
Pavement Asset Management,District 08,Adair,,KY 633,FARRIS ROAD,C,FD05,,1100,212228,1346801C,1.6890,BIT SURF & RESTORE,0,0,13468,2021-07-13,(KY 633) (MP 0.000) BEGINNING AT THE ADAIR - TAYLOR COUNTY LINE EXTENDING EAST TO KY 55. (MP 1.689),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING. ,2021,2022,147040.0
Pavement Asset Management,District 08,Adair,,KY 55,COLUMBIA BYPASS,C,FD05,,1100,222225,1487401C,,BIT SURF & RESTORE,0,0,14874,2022-04-13,"COLUMBIA BYPASS (KY 55) (MP 9.680) KY 6177 NORTH TO KY 55X, A DISTANCE OF 5.421 MILES (MP 15.101), A DISTANCE OF 5.42 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2022,2022,1579820.0
Pavement Asset Management,District 08,Adair,08-22206.00, ,LOUIE B. NUNN CUMBERLAND EXPRE,C,FD52,Y001,1200,222537,1598501C,6.8600,BIT SURF & RESTORE,0,1,15985,2022-12-28,ADDRESS CONDITION OF LOUI B NUNN CUMBERLAND PARKWAY FROM MILEPOINT 36.159 TO MILEPOINT 43.02 (2022CCR),THIS AUTHORIZATION PROVIDES FEDERAL NHPP FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2023,2023,1408000.0
Pavement Asset Management,District 08,Adair,08-22206.00, ,LOUIE B. NUNN CUMBERLAND EXPRE,C,FD52,,1100,222537,1598501C,6.8600,BIT SURF & RESTORE,0,1,15985,2022-12-28,ADDRESS CONDITION OF LOUI B NUNN CUMBERLAND PARKWAY FROM MILEPOINT 36.159 TO MILEPOINT 43.02 (2022CCR),THIS AUTHORIZATION PROVIDES FEDERAL NHPP FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2023,2023,352000.0
Pavement Asset Management,District 08,Adair,08-22206.00, ,LOUIE B. NUNN CUMBERLAND EXPRE,C,FD52,Y001,1200,232098,1598501C,6.8600,BIT SURF & RESTORE,1,1,15985,2023-02-13,ADDRESS CONDITION OF LOUI B NUNN CUMBERLAND PARKWAY FROM MILEPOINT 36.159 TO MILEPOINT 43.02 (2022CCR),THIS AUTHORIZATION PROVIDES FEDERAL NHPP FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2023,2023,1408000.0
Pavement Asset Management,District 08,Adair,08-22206.00, ,LOUIE B. NUNN CUMBERLAND EXPRE,C,FD52,,1100,232098,1598501C,6.8600,BIT SURF & RESTORE,1,1,15985,2023-02-13,ADDRESS CONDITION OF LOUI B NUNN CUMBERLAND PARKWAY FROM MILEPOINT 36.159 TO MILEPOINT 43.02 (2022CCR),THIS AUTHORIZATION PROVIDES FEDERAL NHPP FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2023,2023,352000.0
Pavement Asset Management,District 08,Adair,,KY 61,"BURKESVILLE-COLUMBIA ROAD,JAME",C,FD05,,1100,222582,1610701C,,BIT SURF & RESTORE,0,0,16107,2022-12-28,"BURKESVILLE - COLUMBIA ROAD (KY 61) (MP 10.500) 530 FEET NORTH OF GOLDENROD LANE EXTENDING TO KY 55 (MP 12.213), A DISTANCE OF 1.71 MILES. ASPHALT RESURFACING,JAMESTOWN STREET (KY 55X) (MP 0.000) FROM KY 6177/KY 55 EXTENDING NORTH TO CUMBERLAND PARKWAY OVERPASS (MP 0.391), A DISTANCE OF 0.39 MILES. ASPHALT RESURFACING.,COLUMBIA - GREENSBURG ROAD (KY 61) (MP 17.193) FROM KY 768 EXTENDING NORTH TO GREEN COUNTY LINE (MP 19.745), A DISTANCE OF 2.55 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2023,2023,1683000.0
Pavement Asset Management,District 08,Adair,,KY 2287,KY 2287,C,FD05,,1100,232028,1640101C,1.7500,BIT SURF & RESTORE,0,0,16401,2023-04-11,"TUTT STEET (KY 2287) (MP 0.000) FROM KY 55X EXTENDING NORTH TO 360 FEET SOUTH OF KY 61 (MP 1.750), A DISTANCE OF 1.75 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2023,2023,298650.0
Pavement Asset Management,District 08,Adair,,KY 55,KY 55,C,FD05,,1100,232323,1659401C,6.3260,BIT SURF & RESTORE,0,0,16594,2023-06-13,"JAMESTOWN - COLUMBIA ROAD (KY 55) (MP 0.000) FROM RUSSELL COUNTY LINE EXTENDING NORTH TO THE SOUTH END OF GLENS FORK BRIDGE (MP 6.326), A DISTANCE OF 6.32 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2023,2023,849200.0
Pavement Asset Management,District 08,Adair,,KY 55,KY 55,C,FD05,,1100,242060,1792701C,3.3360,BIT SURF & RESTORE,0,0,17927,2024-04-16,"JAMESTOWN TO COLUMBIA (KY 55) (MP 6.344) BEGIN AT THE NORTH END OF GLENS FORK CREEK BRIDGE EXTENDING NORTH TO KY 55/KY 55X/KY 6177 (MP 9.680), A DISTANCE OF 3.33 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2024,2024,482570.0
Highway Improvement,District 08,Adair,,KY 530,KY 530,C,FD05,,1100,,1829501C,,BIT SURF & RESTORE,0,0,18295,2024-07-22,ASPHALT RESURFACING ON KY 530 FROM KY 55 EXTENDING EAST TO KY 2971.,THIS AUTHORIZATION PROVIDES STATE (FD05) FUNDS FOR THE CONSTRUCTION PHASE ADMINISTERED BY MASTER AGREEMENT.,2025,2025,190000.0
Pavement Asset Management,District 08,Adair,,KY 61,"KY 61,KY 80",C,FD05,,1100,252052,1895201C,,BIT SURF & RESTORE,0,0,18952,2025-02-11,"GREENSBURG ROAD (KY 61) (MP 12.213) BEGIN AT AN EXISTING JOINT AT KY 55 EXTENDING NORTH TO AN EXISTING PAVEMENT JOINT 0.146 MILES NORTH OF UDELL SHIRLEY ROAD (MP 13.275), A DISTANCE OF 1.06 MILES. ASPHALT RESURFACING.,EDMONTON ROAD (KY 80) (MP 6.191) BEGIN AT THE EAST END OF THE BIG CREEK BRIDGE EXTENDING EAST TO 0.038 MILES WEST OF KY 61 (MP 11.750), A DISTANCE OF 5.55 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2025,2025,959970.0
