TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Highway Improvement,District 03,Allen,03-08902.00,KY 98,E MAIN ST BROWNSFORD RD,D,FD04,,1100,,1356001D,0.4000,,0,2,13560,2021-07-02,RECONSTRUCT 1.0 MILE EAST OF BRIDGE OVER BARREN RIVER LAKE TO CORRECT VERTICAL AND HORIZONTAL DEFICIENCIES. (2020CCN),THIS AUTHORIZATION PROVIDES STATE (FD04) DESIGN FUNDS TO BEGIN PRELIMINARY ENGINEERING &amp; ENVIRONMENTAL ACTIVITIES ON THE PROJECT.  (FHWA APPROVED DESIGN FUNDING FOR FUTURE FEDERAL MATCH ON OTHER PHASES)   ,2021,2022,400000.0
Highway Improvement,District 03,Allen,03-08902.00,KY 98,E MAIN ST BROWNSFORD RD,D,FD04,,1100,,1356001R,0.4000,,1,2,13560,2023-05-23,RECONSTRUCT 1.0 MILE EAST OF BRIDGE OVER BARREN RIVER LAKE TO CORRECT VERTICAL AND HORIZONTAL DEFICIENCIES. (2020CCN),"THIS AUTHORIZATION PROVIDES $350,000 FD04 FUNDS FOR RIGHT OF WAY (6 PARCELS, 1 MISC. RELOCATION). ",2021,2023,0.0
Highway Improvement,District 03,Allen,03-08902.00,KY 98,E MAIN ST BROWNSFORD RD,R,FD04,,1100,,1356001R,0.4000,,1,2,13560,2023-05-23,RECONSTRUCT 1.0 MILE EAST OF BRIDGE OVER BARREN RIVER LAKE TO CORRECT VERTICAL AND HORIZONTAL DEFICIENCIES. (2020CCN),"THIS AUTHORIZATION PROVIDES $350,000 FD04 FUNDS FOR RIGHT OF WAY (6 PARCELS, 1 MISC. RELOCATION). ",2023,2023,350000.0
Highway Improvement,District 03,Allen,03-08902.00,KY 98,E MAIN ST BROWNSFORD RD,U,FD04,,1100,,1356001U,0.4000,,2,2,13560,2023-06-22,RECONSTRUCT 1.0 MILE EAST OF BRIDGE OVER BARREN RIVER LAKE TO CORRECT VERTICAL AND HORIZONTAL DEFICIENCIES. (2020CCN),"THIS AUTHORIZATION PROVIDES $360,000 FD04 FUNDS FOR THE UTILITY PHASE.",2023,2023,360000.0
Highway Improvement,District 03,Allen,03-08902.00,KY 98,E MAIN ST BROWNSFORD RD,D,FD04,,1100,,1356001U,0.4000,,2,2,13560,2023-06-22,RECONSTRUCT 1.0 MILE EAST OF BRIDGE OVER BARREN RIVER LAKE TO CORRECT VERTICAL AND HORIZONTAL DEFICIENCIES. (2020CCN),"THIS AUTHORIZATION PROVIDES $360,000 FD04 FUNDS FOR THE UTILITY PHASE.",2021,2023,0.0
Highway Improvement,District 03,Allen,03-08902.00,KY 98,E MAIN ST BROWNSFORD RD,R,FD04,,1100,,1356001U,0.4000,,2,2,13560,2023-06-22,RECONSTRUCT 1.0 MILE EAST OF BRIDGE OVER BARREN RIVER LAKE TO CORRECT VERTICAL AND HORIZONTAL DEFICIENCIES. (2020CCN),"THIS AUTHORIZATION PROVIDES $360,000 FD04 FUNDS FOR THE UTILITY PHASE.",2023,2023,0.0
Highway Improvement,District 03,Allen,03-80206.00,KY 100,KY 100,D,FD04,,1100,,1547501D,2.7800,,0,3,15475,2022-08-03,RECONSTRUCT KY-100 FROM KY-622 IN SIMPSON COUNTY TO EST OF SULPHUR FORK CREEK IN ALLEN COUNTY (2012CCR) (2022CCN),"THIS AUTHORIZATION PROVIDES $300,000 FD04 FUNDS FOR DESIGN.",2023,2023,300000.0
Highway Improvement,District 03,Allen,03-80206.00,KY 100,KY 100,R,FD04,,1100,,1547501R,2.7800,,1,3,15475,2024-08-05,RECONSTRUCT KY-100 FROM KY-622 IN SIMPSON COUNTY TO EST OF SULPHUR FORK CREEK IN ALLEN COUNTY (2012CCR) (2022CCN),THIS AUTHORIZATION PROVIDES INITIAL FD04 FUNDS FOR RIGHT OF WAY ACQUISITIONS AND RELOCATIONS.,2025,2025,2500000.0
Highway Improvement,District 03,Allen,03-80206.00,KY 100,KY 100,D,FD04,,1100,,1547501R,2.7800,,1,3,15475,2024-08-05,RECONSTRUCT KY-100 FROM KY-622 IN SIMPSON COUNTY TO EST OF SULPHUR FORK CREEK IN ALLEN COUNTY (2012CCR) (2022CCN),THIS AUTHORIZATION PROVIDES INITIAL FD04 FUNDS FOR RIGHT OF WAY ACQUISITIONS AND RELOCATIONS.,2023,2025,0.0
Highway Improvement,District 03,Allen,03-80206.00,KY 100,KY 100,R,FD04,,1100,,1547501U,2.7800,,2,3,15475,2024-11-22,RECONSTRUCT KY-100 FROM KY-622 IN SIMPSON COUNTY TO EST OF SULPHUR FORK CREEK IN ALLEN COUNTY (2012CCR) (2022CCN),THIS AUTHORIZATION PROVIDES INITIAL FD04 FUNDS FOR THE UTILITY PHASE.,2025,2025,0.0
Highway Improvement,District 03,Allen,03-80206.00,KY 100,KY 100,D,FD04,,1100,,1547501U,2.7800,,2,3,15475,2024-11-22,RECONSTRUCT KY-100 FROM KY-622 IN SIMPSON COUNTY TO EST OF SULPHUR FORK CREEK IN ALLEN COUNTY (2012CCR) (2022CCN),THIS AUTHORIZATION PROVIDES INITIAL FD04 FUNDS FOR THE UTILITY PHASE.,2023,2025,0.0
Highway Improvement,District 03,Allen,03-80206.00,KY 100,KY 100,U,FD04,,1100,,1547501U,2.7800,,2,3,15475,2024-11-22,RECONSTRUCT KY-100 FROM KY-622 IN SIMPSON COUNTY TO EST OF SULPHUR FORK CREEK IN ALLEN COUNTY (2012CCR) (2022CCN),THIS AUTHORIZATION PROVIDES INITIAL FD04 FUNDS FOR THE UTILITY PHASE.,2025,2025,6750000.0
Highway Improvement,District 03,Allen,03-80206.00,KY 100,KY 100,D,FD04,,1100,,1547501D,,,3,3,15475,2025-07-07,RECONSTRUCT KY-100 FROM KY-622 IN SIMPSON COUNTY TO EST OF SULPHUR FORK CREEK IN ALLEN COUNTY (2012CCR) (2022CCN) (2024CCR),"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS FOR DESIGN.",2026,2026,450000.0
Highway Improvement,District 03,Allen,03-80206.00,KY 100,KY 100,D,FD04,,1100,,1547501D,,,3,3,15475,2025-07-07,RECONSTRUCT KY-100 FROM KY-622 IN SIMPSON COUNTY TO EST OF SULPHUR FORK CREEK IN ALLEN COUNTY (2012CCR) (2022CCN) (2024CCR),"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS FOR DESIGN.",2023,2026,0.0
Highway Improvement,District 03,Allen,03-80206.00,KY 100,KY 100,U,FD04,,1100,,1547501D,,,3,3,15475,2025-07-07,RECONSTRUCT KY-100 FROM KY-622 IN SIMPSON COUNTY TO EST OF SULPHUR FORK CREEK IN ALLEN COUNTY (2012CCR) (2022CCN) (2024CCR),"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS FOR DESIGN.",2025,2026,0.0
