TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Pavement Asset Management,District 05,Bullitt,05-22066.00,I 65,I-65,C,FD52,Y001,1100,231322,1508801C,,,3,4,15088,2025-07-10,ADDRESS CONDITION OF I-065 FROM MILEPOINT 104.7 TO MILEPOINT 110.7,THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS WITH STATE MATCHING FUNDS TO COVER CONSTRUCTION EXPENDITURES.,2025,2026,0.0
Highway Improvement,District 05,Bullitt,,CS 2001,CS 2001,U,FD52,,1100,,1338801C,,ROADWAY SFTY-CAPITAL,0,0,13388,2021-05-25,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE PARK PLAZA BLVD CROSSING IN BULLITT COUNTY.(342968Y),"OBLIGATE $10,000 (FD52) FUNDS FOR THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2021,2021,1000.0
Highway Improvement,District 05,Bullitt,,CS 2001,CS 2001,C,FD52,,1100,,1338801C,,ROADWAY SFTY-CAPITAL,0,0,13388,2021-05-25,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE PARK PLAZA BLVD CROSSING IN BULLITT COUNTY.(342968Y),"OBLIGATE $10,000 (FD52) FUNDS FOR THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2021,2021,1500.0
Highway Improvement,District 05,Bullitt,,CS 2001,CS 2001,U,FD52,ZS50,1200,,1338801C,,ROADWAY SFTY-CAPITAL,0,0,13388,2021-05-25,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE PARK PLAZA BLVD CROSSING IN BULLITT COUNTY.(342968Y),"OBLIGATE $10,000 (FD52) FUNDS FOR THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2021,2021,9000.0
Highway Improvement,District 05,Bullitt,,CS 2001,CS 2001,C,FD52,LS5E,1200,,1338801C,,ROADWAY SFTY-CAPITAL,0,0,13388,2021-05-25,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE PARK PLAZA BLVD CROSSING IN BULLITT COUNTY.(342968Y),"OBLIGATE $10,000 (FD52) FUNDS FOR THE UTILITY PHASE OF THE PROJECT AND $15,000 (FD52) FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  JL",2021,2021,13500.0
Highway Improvement,District 05,Bullitt,,CS 2001,PARK PLAZA BLVD,U,FD52,ZS50,1200,,1086601U,,ROADWAY SFTY-CAPITAL,1,1,10866,2021-08-27,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE PARK PLAZA BLVD CROSSING IN BULLITT COUNTY.(342968Y),FUNDS WERE AUTHORIZED ON ANOTHER PROGRAM THEREFORE WE ARE RELEASING THESE FUNDS. JL,2022,2022,-300000.0
Highway Improvement,District 05,Bullitt,,CS 2001,PARK PLAZA BLVD,C,FD52,MS5E,1200,,1086601U,,ROADWAY SFTY-CAPITAL,1,1,10866,2021-08-27,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE PARK PLAZA BLVD CROSSING IN BULLITT COUNTY.(342968Y),FUNDS WERE AUTHORIZED ON ANOTHER PROGRAM THEREFORE WE ARE RELEASING THESE FUNDS. JL,2022,2022,-4065.57
Highway Improvement,District 05,Bullitt,,CS 2001,PARK PLAZA BLVD,C,FD52,ZS50,1200,,1086601U,,ROADWAY SFTY-CAPITAL,1,1,10866,2021-08-27,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE PARK PLAZA BLVD CROSSING IN BULLITT COUNTY.(342968Y),FUNDS WERE AUTHORIZED ON ANOTHER PROGRAM THEREFORE WE ARE RELEASING THESE FUNDS. JL,2022,2022,-8072.42
Highway Improvement,District 05,Bullitt,,CS 2001,PARK PLAZA BLVD,C,FD52,MS50,1200,,1086601U,,ROADWAY SFTY-CAPITAL,1,1,10866,2021-08-27,ADD GATES TO EXISTING FLASHING LIGHTS AND BELL SYSTEM AT CSX RR CROSSING ON THE PARK PLAZA BLVD CROSSING IN BULLITT COUNTY.(342968Y),FUNDS WERE AUTHORIZED ON ANOTHER PROGRAM THEREFORE WE ARE RELEASING THESE FUNDS. JL,2022,2022,-2862.01
Highway Improvement,District 05,Bullitt,05-00391.30,I 65,CHARLES HAMILTON WAY CEDAR GROVE RD,D,FD52,M24E,1200,,7991603D,0.8300,MINOR WIDENING,18,21,79916,2020-09-16,,,2021,2021,200000.0
