"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS","RT_UNIQUE","GEOMETRY_WKT"
"District 03","Allen","03-00320.00","KY","100","KY-100","RECONSTRUCTION(O)","3.1","4.2","IMPROVEMENTS TO KY 100: CURVE, BRIDGE, AND INTERSECTION IMPROVEMENTS FROM NEAR THE STONY POINT ROAD INTERSECTION TO EAST OF THE ALONZO LONG HOLLOW ROAD INTERSECTION (12CCR)(18CCN) (2020CCR) (2024CCR)","","2012","2026","C","SPP","11780000","2026","","","","002-KY-0100-000","LINESTRING (-86.3623745226 36.6879963878, -86.3621665525 36.6879913073, -86.3619845025 36.6879972119, -86.3617459789 36.6880193442, -86.3612837514 36.6880830283, -86.3608277521 36.6881579373, -86.3581544192 36.6886416307, -86.3578485946 36.6886912971, -86.3574677018 36.6887353146, -86.3573375148 36.6887450598, -86.3568025421 36.6887539049, -86.3565382226 36.6887492465, -86.3564092659 36.6887425059, -86.35454557 36.6886055881, -86.3540376725 36.6885887372, -86.3538044448 36.6885916009, -86.3536943615 36.6885993151, -86.3534814487 36.6886265148, -86.3533786156 36.6886454506, -86.3531771513 36.6886967588, -86.3529785295 36.6887626072, -86.3527854561 36.6888399606, -86.3526034071 36.6889312641, -86.3524323863 36.6890370652, -86.3522693187 36.6891568307, -86.3521883382 36.6892217916, -86.3517778641 36.6895754613, -86.3512455763 36.6900486801, -86.3510607604 36.6902210127, -86.3508706966 36.690376895, -86.3502996879 36.6908709073, -86.3501004287 36.6910287579, -86.34989257 36.691177315, -86.3496764446 36.6913157534, -86.3494516945 36.6914418764, -86.3492179834 36.6915562365, -86.3490990377 36.6916079342, -86.3489780393 36.6916588183, -86.3487325512 36.6917504433, -86.3484829037 36.6918338495, -86.3475848548 36.6921172425, -86.3459223316 36.6926297655, -86.3451703049 36.6928802557, -86.3449302282 36.6929674498, -86.3447986921 36.6930233276, -86.3446606278 36.6930853589)"
"District 03","Allen","03-08802.00","KY","100","KY-100","MAJOR WIDENING(O)","11.8","12.7","WIDENING OF KY 100 (FRANKLIN ROAD) TO 3 LANES WITH URBAN SECTION FROM OLIVER STREET TO US 31E TO INCREASE CAPACITY/SAFETY. MP 11.800-12.700 (14CCN)(18CCN)  (2020CCR) (2024CCR)","","2014","2026","R","SPP","610000","2029","","","","002-KY-0100-000","LINESTRING (-86.2330713714 36.7447683871, -86.2325076673 36.7447292589, -86.2312956926 36.7446516293, -86.2311007115 36.7446326641, -86.2309043162 36.7446060149, -86.2308110417 36.7445888251, -86.2307068334 36.7445694828, -86.2305089463 36.7445230657, -86.230309978 36.7444675893, -86.2297101451 36.74426986, -86.2295243746 36.744196751, -86.2293238361 36.7441088712, -86.2291428954 36.744043706, -86.2287645173 36.743895316, -86.2278188816 36.7435180172, -86.2269982081 36.7432028155, -86.2260789483 36.742838577, -86.2246322216 36.7422735335, -86.2237027374 36.7419076713, -86.2232490743 36.7417222201, -86.2229404349 36.74158973, -86.2227888962 36.7415315756, -86.2222179151 36.7413023819, -86.2210378672 36.7408092615, -86.2199343667 36.7403311985, -86.2193794437 36.7401024756, -86.2187718382 36.7398519918, -86.2181555618 36.7395882011)"
"District 03","Allen","03-08802.00","KY","100","KY-100","MAJOR WIDENING(O)","11.8","12.7","WIDENING OF KY 100 (FRANKLIN ROAD) TO 3 LANES WITH URBAN SECTION FROM OLIVER STREET TO US 31E TO INCREASE CAPACITY/SAFETY. MP 11.800-12.700 (14CCN)(18CCN)  (2020CCR) (2024CCR)","","2014","2026","U","SPP","580000","2029","","","","002-KY-0100-000","LINESTRING (-86.2330713714 36.7447683871, -86.2325076673 36.7447292589, -86.2312956926 36.7446516293, -86.2311007115 36.7446326641, -86.2309043162 36.7446060149, -86.2308110417 36.7445888251, -86.2307068334 36.7445694828, -86.2305089463 36.7445230657, -86.230309978 36.7444675893, -86.2297101451 36.74426986, -86.2295243746 36.744196751, -86.2293238361 36.7441088712, -86.2291428954 36.744043706, -86.2287645173 36.743895316, -86.2278188816 36.7435180172, -86.2269982081 36.7432028155, -86.2260789483 36.742838577, -86.2246322216 36.7422735335, -86.2237027374 36.7419076713, -86.2232490743 36.7417222201, -86.2229404349 36.74158973, -86.2227888962 36.7415315756, -86.2222179151 36.7413023819, -86.2210378672 36.7408092615, -86.2199343667 36.7403311985, -86.2193794437 36.7401024756, -86.2187718382 36.7398519918, -86.2181555618 36.7395882011)"
"District 03","Allen","03-08802.00","KY","100","KY-100","MAJOR WIDENING(O)","11.8","12.7","WIDENING OF KY 100 (FRANKLIN ROAD) TO 3 LANES WITH URBAN SECTION FROM OLIVER STREET TO US 31E TO INCREASE CAPACITY/SAFETY. MP 11.800-12.700 (14CCN)(18CCN)  (2020CCR) (2024CCR)","","2014","2026","C","SPP","720000","2030","","","","002-KY-0100-000","LINESTRING (-86.2330713714 36.7447683871, -86.2325076673 36.7447292589, -86.2312956926 36.7446516293, -86.2311007115 36.7446326641, -86.2309043162 36.7446060149, -86.2308110417 36.7445888251, -86.2307068334 36.7445694828, -86.2305089463 36.7445230657, -86.230309978 36.7444675893, -86.2297101451 36.74426986, -86.2295243746 36.744196751, -86.2293238361 36.7441088712, -86.2291428954 36.744043706, -86.2287645173 36.743895316, -86.2278188816 36.7435180172, -86.2269982081 36.7432028155, -86.2260789483 36.742838577, -86.2246322216 36.7422735335, -86.2237027374 36.7419076713, -86.2232490743 36.7417222201, -86.2229404349 36.74158973, -86.2227888962 36.7415315756, -86.2222179151 36.7413023819, -86.2210378672 36.7408092615, -86.2199343667 36.7403311985, -86.2193794437 36.7401024756, -86.2187718382 36.7398519918, -86.2181555618 36.7395882011)"
"District 03","Allen","03-10026.00","CR","1043","CR-1043","AM-BRIDGE (P)","4.81","4.818","BRIDGE PROJECT IN ALLEN COUNTY ON (002C00004N) JEFFERSON SCHOOL R AT DIFFICULT CREEK","002C00004N","2022","2026","D","FBP2","139182","2028","","","","002-CR-1043-000","LINESTRING (-86.157513972 36.8492181379, -86.1575213378 36.8492320272, -86.1575860056 36.8493200749)"
"District 03","Allen","03-10026.00","CR","1043","CR-1043","AM-BRIDGE (P)","4.81","4.818","BRIDGE PROJECT IN ALLEN COUNTY ON (002C00004N) JEFFERSON SCHOOL R AT DIFFICULT CREEK","002C00004N","2022","2026","C","FBP2","927878","2028","","","","002-CR-1043-000","LINESTRING (-86.157513972 36.8492181379, -86.1575213378 36.8492320272, -86.1575860056 36.8493200749)"
"District 03","Allen","03-10028.00","CR","1220","CR-1220","AM-BRIDGE (P)","0.207","0.215","BRIDGE PROJECT IN ALLEN COUNTY ON (002C00033N) PETROLEUM RD AT LITTLE TRAMMEL CREEK","002C00033N","2022","2026","C","FBP2","1015151","2032","","","","002-CR-1220-000","LINESTRING (-86.2493268377 36.6806038761, -86.2492193741 36.6806789243)"
"District 03","Allen","03-10028.00","CR","1220","CR-1220","AM-BRIDGE (P)","0.207","0.215","BRIDGE PROJECT IN ALLEN COUNTY ON (002C00033N) PETROLEUM RD AT LITTLE TRAMMEL CREEK","002C00033N","2022","2026","D","FBP2","152273","2032","","","","002-CR-1220-000","LINESTRING (-86.2493268377 36.6806038761, -86.2492193741 36.6806789243)"
"District 03","Allen","03-20039.00","US","31","US-31","AM-PAVEMENT (PRI)(P)","0.0","8.607","ADDRESS CONDITION OF US-231 FROM MILEPOINT 0 TO MILEPOINT 8.569","","2024","2026","C","STP5","10120000","2030","","","","002-US-0031E-000","LINESTRING (-86.2445421805 36.6424178925, -86.2446720871 36.6427900153, -86.244800947 36.6432102045, -86.2448875918 36.6435333531, -86.2449343671 36.6437534093, -86.2449729883 36.6439773453, -86.2450264221 36.644432186, -86.2450419173 36.6446633614, -86.2450482175 36.6448956746, -86.2450372353 36.6452464297, -86.24501808 36.6455983173, -86.2448505014 36.6473745432, -86.2447629457 36.6482087073, -86.2447227797 36.6486826226, -86.2446993372 36.6491603118, -86.2446881689 36.6496384978, -86.2446908998 36.6498463843, -86.2447108997 36.650244244, -86.2447526614 36.650841395, -86.2448169092 36.6513335403, -86.2448546274 36.6515750568, -86.245149308 36.6532611518, -86.2452000449 36.6535125006, -86.2452791851 36.6539878287, -86.2458489109 36.6571659349, -86.2461511621 36.6589077481, -86.2462989058 36.6597562856, -86.2464452384 36.6605452341, -86.2465837882 36.6612394669, -86.2466610181 36.6615777607, -86.2467920976 36.6620177129, -86.2469019581 36.6623415853, -86.247230725 36.6632407034, -86.2475020883 36.6639640257, -86.2478753039 36.664932433, -86.2480506559 36.6653636809, -86.2482945255 36.6659997856, -86.2483835594 36.666214167, -86.2484650934 36.666428581, -86.2486230879 36.666863198, -86.2487698899 36.667306102, -86.2489553553 36.6679754141, -86.2491829918 36.6688853985, -86.2494476634 36.6700325091, -86.2495562563 36.6704698095, -86.2500812984 36.6726764379, -86.2504914163 36.6743623034, -86.2508788474 36.6760177816, -86.2509657407 36.6763686652, -86.251221631 36.6773156006, -86.2513646085 36.6777931234, -86.2515042492 36.6782302895, -86.2520006679 36.6797592348, -86.2523796863 36.6809121623, -86.2525857873 36.6815981331, -86.2527140165 36.6820603388, -86.2528340848 36.6825256007, -86.253021901 36.6833313918, -86.2531912625 36.6841303977, -86.2532761659 36.684588397, -86.253311472 36.6848194871, -86.2533684713 36.6852858464, -86.2533884621 36.6855213978, -86.253405162 36.6858764298, -86.2534074317 36.6861134312, -86.2533985532 36.6864680259, -86.2533739606 36.6868182942, -86.2533370756 36.6871661436, -86.2532736591 36.6876258864, -86.2527509565 36.6908966051, -86.2523672813 36.6932387224, -86.252224819 36.6941703583, -86.2519806446 36.6956517097, -86.2514075104 36.6992014012, -86.2509362701 36.7020810868, -86.2508698784 36.7024568033, -86.2507946084 36.7028309093, -86.2506741199 36.7033293477, -86.2505712126 36.7037021998, -86.2504964519 36.7039485982, -86.250374397 36.7043146669, -86.2502876624 36.7045556241, -86.2501004858 36.7050282583, -86.2498494889 36.705598115, -86.249691387 36.7059300099, -86.2495247152 36.706255899, -86.249346745 36.7065755194, -86.2492226173 36.7067850529, -86.2488934871 36.7073019648, -86.2484732186 36.7079123696, -86.2482531652 36.7082137691, -86.2478685971 36.7087053757, -86.2476286583 36.7089923032, -86.2473804977 36.7092740476, -86.2471234511 36.7095533582, -86.24676534 36.7099215349, -86.2463928736 36.7102856525, -86.2461016279 36.7105527486, -86.2458028424 36.7108149322, -86.2454968623 36.7110724774, -86.2451826592 36.7113248392, -86.2447570789 36.7116545739, -86.2441311889 36.7121287968, -86.2432700563 36.7127795105, -86.2410960501 36.7144384898, -86.2368330361 36.7176513333, -86.2329143151 36.7206132144, -86.2292213357 36.7233922212, -86.2286703327 36.7238168905, -86.2282440065 36.7241592013, -86.2279345212 36.72442001, -86.2275389819 36.7247761978, -86.2271625627 36.725135052, -86.2267181643 36.7255886598, -86.226298013 36.7260468345, -86.2259806852 36.7264183499, -86.2257565967 36.7266980275, -86.225542067 36.7269787639, -86.225336757 36.7272611093, -86.2251376225 36.7275491975, -86.2247534516 36.7281431657, -86.224509369 36.7285539247, -86.2243926462 36.7287642262, -86.2241829424 36.7291627598, -86.2233975016 36.7307294846, -86.2230741147 36.7313904855, -86.2220787253 36.7333820998, -86.2213741264 36.7347411311, -86.2207742857 36.7358871618, -86.220213731 36.7369885394, -86.2194279503 36.7385272276, -86.2187718382 36.7398519918, -86.2181699313 36.7410625588, -86.2173732026 36.7426103399, -86.2161618679 36.744991665, -86.2158568112 36.74560204, -86.2143724038 36.7485977117, -86.2141796943 36.7490024773, -86.2140891399 36.7492046991, -86.2139244394 36.7496137467, -86.2137843456 36.750028737, -86.2136698648 36.750446646, -86.2136237228 36.7506566552, -86.2135917285 36.7508366711, -86.2135570575 36.7510804145, -86.2135341386 36.751293077, -86.2135173603 36.75150544, -86.2135032836 36.7518235283, -86.2135000201 36.7523453552, -86.213521287 36.75407687, -86.2135186712 36.7543718429, -86.213506745 36.7546514733, -86.2134735296 36.7550761976, -86.2134208336 36.7554968811, -86.2133398284 36.7559761753, -86.2132725218 36.7562969487, -86.2133902574 36.7563494832, -86.2136780575 36.7563612415, -86.2139391489 36.7563590988, -86.2142387589 36.7563488362, -86.2143855293 36.7563496218, -86.2162550063 36.7563660153, -86.2173992113 36.7563855773, -86.2178788637 36.7564025942, -86.2183182892 36.7564274598, -86.2187680482 36.7564671136, -86.2192301986 36.7565234685, -86.2196941486 36.7565946446, -86.2201592119 36.7566798209, -86.2203963921 36.7567288429, -86.2213941029 36.7569535666, -86.2230670068 36.7573504752, -86.2249634225 36.7577901117, -86.225426622 36.7579024639, -86.2260191107 36.7580568525, -86.2265333981 36.7582049686, -86.2270488005 36.7583670843, -86.2275653202 36.7585434748, -86.2280808957 36.75873195, -86.2285855954 36.7589273349, -86.2290787266 36.7591282568, -86.2295671468 36.7593390845, -86.2300535918 36.7595609032, -86.2302891567 36.7596752771, -86.2305401317 36.7597972755, -86.2310182096 36.7600441179, -86.2314819846 36.7602956859, -86.2319314603 36.7605525295, -86.2323704328 36.7608209504, -86.2330158681 36.7612412095, -86.2334341335 36.7615261902, -86.2338442778 36.7618216408, -86.234440149 36.7622813721, -86.2348787021 36.7626404163, -86.2385552915 36.7657860943, -86.2406093905 36.7675334729, -86.2413973684 36.7681758162, -86.2419086089 36.7685729769, -86.2425764395 36.7690581781, -86.2432612806 36.7695334169, -86.2447806821 36.7705609665, -86.2496603137 36.7738379338, -86.2543448895 36.7769839941, -86.2552325001 36.7775851659, -86.2564561705 36.7784026545, -86.2575475496 36.7791418872, -86.2582176912 36.7795866181, -86.2585304048 36.7797840873, -86.2586792188 36.7798781861, -86.2589154012 36.7800172177, -86.2591539326 36.7801501954, -86.2596339673 36.7804007576, -86.2601255115 36.7806364362, -86.2606288895 36.7808544838, -86.2608815477 36.7809552633, -86.2613936145 36.7811449816, -86.2619240321 36.7813217083, -86.2621255316 36.7813801415, -86.2624679799 36.7814794229, -86.2630237536 36.7816186811, -86.263597513 36.7817416538, -86.2638874096 36.7817947485, -86.2641779498 36.7818420729, -86.2647623565 36.7819237965, -86.2653555509 36.7819922945, -86.2661560242 36.7820650867, -86.2702248605 36.7824091648, -86.2720570438 36.7825640711, -86.2726263391 36.7826309925, -86.2732672661 36.7827368615, -86.2738799379 36.7828543897, -86.2742475796 36.7829400647, -86.2751270947 36.7831807921, -86.2768594087 36.7837450166, -86.2780660447 36.7841317189, -86.2804328124 36.7848901935, -86.2818637031 36.7853573996, -86.2825412907 36.7855720822, -86.2834934096 36.7858829967, -86.2840830069 36.7861109825, -86.2846501144 36.7863448379, -86.2852705387 36.7866330966, -86.2855584465 36.7867855682, -86.2863150707 36.7872105144, -86.2870348496 36.7876864349, -86.2877778249 36.7882531498, -86.2880886605 36.7885063016, -86.288506352 36.7888987498, -86.2887147971 36.7891103544, -86.2890532662 36.7894540079, -86.2895399714 36.7900403025, -86.2899893824 36.7906627483, -86.2903400254 36.7912252311, -86.2905693862 36.7916366746, -86.2909813499 36.7923199871, -86.2917698148 36.7936906172, -86.2919509108 36.7939894056, -86.2927144914 36.7953140067, -86.2935066965 36.7966736228, -86.2938158425 36.7972044318, -86.2941036213 36.797660911, -86.2945155528 36.7982835158, -86.2948579605 36.7987369914, -86.2953296538 36.7993107011, -86.296090883 36.8001557658, -86.2970860546 36.8012798594, -86.2989640329 36.8033755773, -86.2994411505 36.8039355132, -86.2999904217 36.8045533288, -86.3005454507 36.8051634257, -86.300865235 36.8055499785, -86.3011923746 36.8059609381, -86.3015734341 36.8065048433, -86.3017098753 36.8067131977, -86.3018784421 36.8069705608, -86.3020162013 36.807218458, -86.3027348485 36.8085676541, -86.3034717187 36.8100222216, -86.3043800685 36.8117983972, -86.3050154705 36.8130567974, -86.306590608 36.8161150972, -86.3071197547 36.8171770761, -86.3075636747 36.8180301842, -86.3079233985 36.8187683454, -86.3081337574 36.8191727082, -86.3084896778 36.8198573296, -86.309170986 36.8212063945, -86.3095851825 36.822144504, -86.3102163689 36.8238214547, -86.3104302384 36.8243721822, -86.3115778693 36.827399253, -86.3119472189 36.8283620154, -86.3122020404 36.8289943853, -86.3123315155 36.8293123444, -86.3125688767 36.8298022584, -86.3128292683 36.830310461, -86.3130434073 36.8307098534, -86.3135321603 36.8315080694, -86.3139059686 36.8320580149, -86.3142492612 36.832547685, -86.3144551687 36.8328048493, -86.3150183129 36.8334961363, -86.315345331 36.8338644898, -86.3156801643 36.8342267627, -86.316356514 36.8348848086, -86.3172169956 36.8356726819, -86.3178085318 36.8361364109)"
"District 03","Allen","03-20039.00","US","31","US-31","AM-PAVEMENT (PRI)(P)","0.0","8.607","ADDRESS CONDITION OF US-231 FROM MILEPOINT 0 TO MILEPOINT 8.569","","2024","2026","D","STP5","880000","2030","","","","002-US-0031E-000","LINESTRING (-86.2445421805 36.6424178925, -86.2446720871 36.6427900153, -86.244800947 36.6432102045, -86.2448875918 36.6435333531, -86.2449343671 36.6437534093, -86.2449729883 36.6439773453, -86.2450264221 36.644432186, -86.2450419173 36.6446633614, -86.2450482175 36.6448956746, -86.2450372353 36.6452464297, -86.24501808 36.6455983173, -86.2448505014 36.6473745432, -86.2447629457 36.6482087073, -86.2447227797 36.6486826226, -86.2446993372 36.6491603118, -86.2446881689 36.6496384978, -86.2446908998 36.6498463843, -86.2447108997 36.650244244, -86.2447526614 36.650841395, -86.2448169092 36.6513335403, -86.2448546274 36.6515750568, -86.245149308 36.6532611518, -86.2452000449 36.6535125006, -86.2452791851 36.6539878287, -86.2458489109 36.6571659349, -86.2461511621 36.6589077481, -86.2462989058 36.6597562856, -86.2464452384 36.6605452341, -86.2465837882 36.6612394669, -86.2466610181 36.6615777607, -86.2467920976 36.6620177129, -86.2469019581 36.6623415853, -86.247230725 36.6632407034, -86.2475020883 36.6639640257, -86.2478753039 36.664932433, -86.2480506559 36.6653636809, -86.2482945255 36.6659997856, -86.2483835594 36.666214167, -86.2484650934 36.666428581, -86.2486230879 36.666863198, -86.2487698899 36.667306102, -86.2489553553 36.6679754141, -86.2491829918 36.6688853985, -86.2494476634 36.6700325091, -86.2495562563 36.6704698095, -86.2500812984 36.6726764379, -86.2504914163 36.6743623034, -86.2508788474 36.6760177816, -86.2509657407 36.6763686652, -86.251221631 36.6773156006, -86.2513646085 36.6777931234, -86.2515042492 36.6782302895, -86.2520006679 36.6797592348, -86.2523796863 36.6809121623, -86.2525857873 36.6815981331, -86.2527140165 36.6820603388, -86.2528340848 36.6825256007, -86.253021901 36.6833313918, -86.2531912625 36.6841303977, -86.2532761659 36.684588397, -86.253311472 36.6848194871, -86.2533684713 36.6852858464, -86.2533884621 36.6855213978, -86.253405162 36.6858764298, -86.2534074317 36.6861134312, -86.2533985532 36.6864680259, -86.2533739606 36.6868182942, -86.2533370756 36.6871661436, -86.2532736591 36.6876258864, -86.2527509565 36.6908966051, -86.2523672813 36.6932387224, -86.252224819 36.6941703583, -86.2519806446 36.6956517097, -86.2514075104 36.6992014012, -86.2509362701 36.7020810868, -86.2508698784 36.7024568033, -86.2507946084 36.7028309093, -86.2506741199 36.7033293477, -86.2505712126 36.7037021998, -86.2504964519 36.7039485982, -86.250374397 36.7043146669, -86.2502876624 36.7045556241, -86.2501004858 36.7050282583, -86.2498494889 36.705598115, -86.249691387 36.7059300099, -86.2495247152 36.706255899, -86.249346745 36.7065755194, -86.2492226173 36.7067850529, -86.2488934871 36.7073019648, -86.2484732186 36.7079123696, -86.2482531652 36.7082137691, -86.2478685971 36.7087053757, -86.2476286583 36.7089923032, -86.2473804977 36.7092740476, -86.2471234511 36.7095533582, -86.24676534 36.7099215349, -86.2463928736 36.7102856525, -86.2461016279 36.7105527486, -86.2458028424 36.7108149322, -86.2454968623 36.7110724774, -86.2451826592 36.7113248392, -86.2447570789 36.7116545739, -86.2441311889 36.7121287968, -86.2432700563 36.7127795105, -86.2410960501 36.7144384898, -86.2368330361 36.7176513333, -86.2329143151 36.7206132144, -86.2292213357 36.7233922212, -86.2286703327 36.7238168905, -86.2282440065 36.7241592013, -86.2279345212 36.72442001, -86.2275389819 36.7247761978, -86.2271625627 36.725135052, -86.2267181643 36.7255886598, -86.226298013 36.7260468345, -86.2259806852 36.7264183499, -86.2257565967 36.7266980275, -86.225542067 36.7269787639, -86.225336757 36.7272611093, -86.2251376225 36.7275491975, -86.2247534516 36.7281431657, -86.224509369 36.7285539247, -86.2243926462 36.7287642262, -86.2241829424 36.7291627598, -86.2233975016 36.7307294846, -86.2230741147 36.7313904855, -86.2220787253 36.7333820998, -86.2213741264 36.7347411311, -86.2207742857 36.7358871618, -86.220213731 36.7369885394, -86.2194279503 36.7385272276, -86.2187718382 36.7398519918, -86.2181699313 36.7410625588, -86.2173732026 36.7426103399, -86.2161618679 36.744991665, -86.2158568112 36.74560204, -86.2143724038 36.7485977117, -86.2141796943 36.7490024773, -86.2140891399 36.7492046991, -86.2139244394 36.7496137467, -86.2137843456 36.750028737, -86.2136698648 36.750446646, -86.2136237228 36.7506566552, -86.2135917285 36.7508366711, -86.2135570575 36.7510804145, -86.2135341386 36.751293077, -86.2135173603 36.75150544, -86.2135032836 36.7518235283, -86.2135000201 36.7523453552, -86.213521287 36.75407687, -86.2135186712 36.7543718429, -86.213506745 36.7546514733, -86.2134735296 36.7550761976, -86.2134208336 36.7554968811, -86.2133398284 36.7559761753, -86.2132725218 36.7562969487, -86.2133902574 36.7563494832, -86.2136780575 36.7563612415, -86.2139391489 36.7563590988, -86.2142387589 36.7563488362, -86.2143855293 36.7563496218, -86.2162550063 36.7563660153, -86.2173992113 36.7563855773, -86.2178788637 36.7564025942, -86.2183182892 36.7564274598, -86.2187680482 36.7564671136, -86.2192301986 36.7565234685, -86.2196941486 36.7565946446, -86.2201592119 36.7566798209, -86.2203963921 36.7567288429, -86.2213941029 36.7569535666, -86.2230670068 36.7573504752, -86.2249634225 36.7577901117, -86.225426622 36.7579024639, -86.2260191107 36.7580568525, -86.2265333981 36.7582049686, -86.2270488005 36.7583670843, -86.2275653202 36.7585434748, -86.2280808957 36.75873195, -86.2285855954 36.7589273349, -86.2290787266 36.7591282568, -86.2295671468 36.7593390845, -86.2300535918 36.7595609032, -86.2302891567 36.7596752771, -86.2305401317 36.7597972755, -86.2310182096 36.7600441179, -86.2314819846 36.7602956859, -86.2319314603 36.7605525295, -86.2323704328 36.7608209504, -86.2330158681 36.7612412095, -86.2334341335 36.7615261902, -86.2338442778 36.7618216408, -86.234440149 36.7622813721, -86.2348787021 36.7626404163, -86.2385552915 36.7657860943, -86.2406093905 36.7675334729, -86.2413973684 36.7681758162, -86.2419086089 36.7685729769, -86.2425764395 36.7690581781, -86.2432612806 36.7695334169, -86.2447806821 36.7705609665, -86.2496603137 36.7738379338, -86.2543448895 36.7769839941, -86.2552325001 36.7775851659, -86.2564561705 36.7784026545, -86.2575475496 36.7791418872, -86.2582176912 36.7795866181, -86.2585304048 36.7797840873, -86.2586792188 36.7798781861, -86.2589154012 36.7800172177, -86.2591539326 36.7801501954, -86.2596339673 36.7804007576, -86.2601255115 36.7806364362, -86.2606288895 36.7808544838, -86.2608815477 36.7809552633, -86.2613936145 36.7811449816, -86.2619240321 36.7813217083, -86.2621255316 36.7813801415, -86.2624679799 36.7814794229, -86.2630237536 36.7816186811, -86.263597513 36.7817416538, -86.2638874096 36.7817947485, -86.2641779498 36.7818420729, -86.2647623565 36.7819237965, -86.2653555509 36.7819922945, -86.2661560242 36.7820650867, -86.2702248605 36.7824091648, -86.2720570438 36.7825640711, -86.2726263391 36.7826309925, -86.2732672661 36.7827368615, -86.2738799379 36.7828543897, -86.2742475796 36.7829400647, -86.2751270947 36.7831807921, -86.2768594087 36.7837450166, -86.2780660447 36.7841317189, -86.2804328124 36.7848901935, -86.2818637031 36.7853573996, -86.2825412907 36.7855720822, -86.2834934096 36.7858829967, -86.2840830069 36.7861109825, -86.2846501144 36.7863448379, -86.2852705387 36.7866330966, -86.2855584465 36.7867855682, -86.2863150707 36.7872105144, -86.2870348496 36.7876864349, -86.2877778249 36.7882531498, -86.2880886605 36.7885063016, -86.288506352 36.7888987498, -86.2887147971 36.7891103544, -86.2890532662 36.7894540079, -86.2895399714 36.7900403025, -86.2899893824 36.7906627483, -86.2903400254 36.7912252311, -86.2905693862 36.7916366746, -86.2909813499 36.7923199871, -86.2917698148 36.7936906172, -86.2919509108 36.7939894056, -86.2927144914 36.7953140067, -86.2935066965 36.7966736228, -86.2938158425 36.7972044318, -86.2941036213 36.797660911, -86.2945155528 36.7982835158, -86.2948579605 36.7987369914, -86.2953296538 36.7993107011, -86.296090883 36.8001557658, -86.2970860546 36.8012798594, -86.2989640329 36.8033755773, -86.2994411505 36.8039355132, -86.2999904217 36.8045533288, -86.3005454507 36.8051634257, -86.300865235 36.8055499785, -86.3011923746 36.8059609381, -86.3015734341 36.8065048433, -86.3017098753 36.8067131977, -86.3018784421 36.8069705608, -86.3020162013 36.807218458, -86.3027348485 36.8085676541, -86.3034717187 36.8100222216, -86.3043800685 36.8117983972, -86.3050154705 36.8130567974, -86.306590608 36.8161150972, -86.3071197547 36.8171770761, -86.3075636747 36.8180301842, -86.3079233985 36.8187683454, -86.3081337574 36.8191727082, -86.3084896778 36.8198573296, -86.309170986 36.8212063945, -86.3095851825 36.822144504, -86.3102163689 36.8238214547, -86.3104302384 36.8243721822, -86.3115778693 36.827399253, -86.3119472189 36.8283620154, -86.3122020404 36.8289943853, -86.3123315155 36.8293123444, -86.3125688767 36.8298022584, -86.3128292683 36.830310461, -86.3130434073 36.8307098534, -86.3135321603 36.8315080694, -86.3139059686 36.8320580149, -86.3142492612 36.832547685, -86.3144551687 36.8328048493, -86.3150183129 36.8334961363, -86.315345331 36.8338644898, -86.3156801643 36.8342267627, -86.316356514 36.8348848086, -86.3172169956 36.8356726819, -86.3178085318 36.8361364109)"
