"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS","RT_UNIQUE","GEOMETRY_WKT"
"District 01","Various","01-00187.60","","","","NEW ROUTE","","","RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)","","2016","2026","U","STPF","2080000","2027","","","","",""
"District 01","Various","01-00187.60","","","","NEW ROUTE","","","RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)","","2016","2026","C","STPF","27000000","2028","","","","",""
"District 01","Ballard","01-00118.00","US","60","US-60","SPOT IMPROVEMENTS","11.815","14.49","Improve US-60 from Humphrey Creek bridge to 0.4 mi west of Hester Sullivan Lane. (02CCR) (2020CCR) (2022CCR) (2024CCR) (2026CCR)","","2000","2026","U","NH","10000000","2027","","","","004-US-0060-000","LINESTRING (-88.956411016 37.0773894456, -88.9549036809 37.0778103978, -88.9534653664 37.0782297678, -88.9517702544 37.0787158148, -88.9512805898 37.0788466227, -88.9510345473 37.0789077991, -88.9505395565 37.079018415, -88.9502909046 37.0790667461, -88.9497893264 37.0791517071, -88.9492813002 37.0792222785, -88.9487694615 37.0792759149, -88.9482598948 37.0793105243, -88.9477546561 37.0793260503, -88.9455105662 37.0793676029, -88.9452608825 37.0793758296, -88.9447786404 37.0793997804, -88.9445674204 37.0794011792, -88.9440311629 37.0794051743, -88.9416077104 37.0794471751, -88.9389815656 37.0794894554, -88.9351634323 37.0795692387, -88.9307431362 37.0796518836, -88.927480378 37.0797176149, -88.9263082828 37.0797471238, -88.9252772437 37.0797626056, -88.9245061627 37.0797613725, -88.9239203093 37.0797443682, -88.9229934078 37.0796921369, -88.914666545 37.0791594814, -88.9138885423 37.0790998336, -88.9123309195 37.0789665505, -88.9087599784 37.0786353735)"
"District 01","Ballard","01-00118.00","US","60","US-60","SPOT IMPROVEMENTS","11.815","14.49","Improve US-60 from Humphrey Creek bridge to 0.4 mi west of Hester Sullivan Lane. (02CCR) (2020CCR) (2022CCR) (2024CCR) (2026CCR)","","2000","2026","C","NH","9500000","2029","","","","004-US-0060-000","LINESTRING (-88.956411016 37.0773894456, -88.9549036809 37.0778103978, -88.9534653664 37.0782297678, -88.9517702544 37.0787158148, -88.9512805898 37.0788466227, -88.9510345473 37.0789077991, -88.9505395565 37.079018415, -88.9502909046 37.0790667461, -88.9497893264 37.0791517071, -88.9492813002 37.0792222785, -88.9487694615 37.0792759149, -88.9482598948 37.0793105243, -88.9477546561 37.0793260503, -88.9455105662 37.0793676029, -88.9452608825 37.0793758296, -88.9447786404 37.0793997804, -88.9445674204 37.0794011792, -88.9440311629 37.0794051743, -88.9416077104 37.0794471751, -88.9389815656 37.0794894554, -88.9351634323 37.0795692387, -88.9307431362 37.0796518836, -88.927480378 37.0797176149, -88.9263082828 37.0797471238, -88.9252772437 37.0797626056, -88.9245061627 37.0797613725, -88.9239203093 37.0797443682, -88.9229934078 37.0796921369, -88.914666545 37.0791594814, -88.9138885423 37.0790998336, -88.9123309195 37.0789665505, -88.9087599784 37.0786353735)"
"District 01","Ballard","01-01140.00","US","51","US-51","AM-BRIDGE (P)","7.327","8.297","CONSTRUCT NEW STRUCTURE OVER THE OHIO RIVER AT CAIRO, ILLINOIS (KENTUCKY'S SHARE)(004B00021N)","004B00021N","2020","2026","C","BRO2","350161000","2027","","","","004-US-0051-000","LINESTRING (-89.1373251847 37.0003601427, -89.1376045009 37.000414392, -89.1378127157 37.000442131, -89.1379466693 37.000449222, -89.1380782352 37.0004489614, -89.1382077655 37.0004416157, -89.1383938785 37.0004125582, -89.1385710328 37.0003672721, -89.138739632 37.0003071196, -89.1388198125 37.000269331, -89.138897524 37.0002299651, -89.1390441376 37.0001382976, -89.1391785305 37.0000340701, -89.1397430296 36.999515786, -89.1430784753 36.996391035, -89.1448241729 36.9947296049, -89.1460422646 36.9936213915, -89.1468187839 36.9929001032, -89.1478961966 36.9918866708, -89.1481959856 36.9916151766, -89.148722948 36.9911180053)"
"District 01","Ballard","01-01140.00","US","51","US-51","AM-BRIDGE (P)","7.327","8.297","CONSTRUCT NEW STRUCTURE OVER THE OHIO RIVER AT CAIRO, ILLINOIS (KENTUCKY'S SHARE)(004B00021N)","004B00021N","2020","2026","U","BRO2","256000","2029","","","","004-US-0051-000","LINESTRING (-89.1373251847 37.0003601427, -89.1376045009 37.000414392, -89.1378127157 37.000442131, -89.1379466693 37.000449222, -89.1380782352 37.0004489614, -89.1382077655 37.0004416157, -89.1383938785 37.0004125582, -89.1385710328 37.0003672721, -89.138739632 37.0003071196, -89.1388198125 37.000269331, -89.138897524 37.0002299651, -89.1390441376 37.0001382976, -89.1391785305 37.0000340701, -89.1397430296 36.999515786, -89.1430784753 36.996391035, -89.1448241729 36.9947296049, -89.1460422646 36.9936213915, -89.1468187839 36.9929001032, -89.1478961966 36.9918866708, -89.1481959856 36.9916151766, -89.148722948 36.9911180053)"
"District 01","Ballard","01-01140.00","US","51","US-51","AM-BRIDGE (P)","7.327","8.297","CONSTRUCT NEW STRUCTURE OVER THE OHIO RIVER AT CAIRO, ILLINOIS (KENTUCKY'S SHARE)(004B00021N)","004B00021N","2020","2026","D","BRO2","14005000","2026","","","","004-US-0051-000","LINESTRING (-89.1373251847 37.0003601427, -89.1376045009 37.000414392, -89.1378127157 37.000442131, -89.1379466693 37.000449222, -89.1380782352 37.0004489614, -89.1382077655 37.0004416157, -89.1383938785 37.0004125582, -89.1385710328 37.0003672721, -89.138739632 37.0003071196, -89.1388198125 37.000269331, -89.138897524 37.0002299651, -89.1390441376 37.0001382976, -89.1391785305 37.0000340701, -89.1397430296 36.999515786, -89.1430784753 36.996391035, -89.1448241729 36.9947296049, -89.1460422646 36.9936213915, -89.1468187839 36.9929001032, -89.1478961966 36.9918866708, -89.1481959856 36.9916151766, -89.148722948 36.9911180053)"
"District 01","Ballard","01-01140.20","US","51","US-51","BRIDGE REPLACEMENT(P)","7.5","7.8","CONSTRUCT APPROACH ROADWAY TO NEW BRIDGE OVER THE OHIO RIVER AT CAIRO, ILLINOIS (KY APPROACH ROADWAY WORK ONLY).","","2024","2026","C","NH","14620000","2027","","","","004-US-0051-000","LINESTRING (-89.139810189 36.9994528725, -89.1430784753 36.996391035, -89.143166867 36.9963069125)"
"District 01","Ballard","01-80300.00","US","60","US-60","CONGESTION MITIGTN(O)","9.0","11.818","ADDRESS CONDITION, SAFETY, CONGESTION, AND FUTURE CAPACITY ISSUES ON US-60 THROUGH THE CITY OF LACENTER. (2024CCN)","","2024","2026","R","NH","2750000","2027","","","","004-US-0060-000","LINESTRING (-89.0041716284 37.0638311074, -88.9998953652 37.065047418, -88.9982375802 37.0655190996, -88.9970185107 37.065859527, -88.9930074064 37.0670010645, -88.9906611077 37.0676668702, -88.988550207 37.0682656204, -88.9868450127 37.0687464252, -88.9856082081 37.0690993149, -88.9839644385 37.0695660016, -88.9813974915 37.0702957312, -88.9781281355 37.0712240597, -88.9771534391 37.0715014357, -88.9757955218 37.071886981, -88.9741858959 37.0723448862, -88.9729021507 37.0727093803, -88.9703136783 37.0734457766, -88.9699661214 37.0735460771, -88.9695603523 37.0736565057, -88.9687392925 37.0738952095, -88.9652269117 37.0748895192, -88.962791121 37.0755827794, -88.9615785424 37.075921823, -88.9572845774 37.0771454758, -88.9563596299 37.0774037966)"
"District 01","Ballard","01-80300.00","US","60","US-60","CONGESTION MITIGTN(O)","9.0","11.818","ADDRESS CONDITION, SAFETY, CONGESTION, AND FUTURE CAPACITY ISSUES ON US-60 THROUGH THE CITY OF LACENTER. (2024CCN)","","2024","2026","C","NH","27840000","2029","","","","004-US-0060-000","LINESTRING (-89.0041716284 37.0638311074, -88.9998953652 37.065047418, -88.9982375802 37.0655190996, -88.9970185107 37.065859527, -88.9930074064 37.0670010645, -88.9906611077 37.0676668702, -88.988550207 37.0682656204, -88.9868450127 37.0687464252, -88.9856082081 37.0690993149, -88.9839644385 37.0695660016, -88.9813974915 37.0702957312, -88.9781281355 37.0712240597, -88.9771534391 37.0715014357, -88.9757955218 37.071886981, -88.9741858959 37.0723448862, -88.9729021507 37.0727093803, -88.9703136783 37.0734457766, -88.9699661214 37.0735460771, -88.9695603523 37.0736565057, -88.9687392925 37.0738952095, -88.9652269117 37.0748895192, -88.962791121 37.0755827794, -88.9615785424 37.075921823, -88.9572845774 37.0771454758, -88.9563596299 37.0774037966)"
