"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS","RT_UNIQUE","GEOMETRY_WKT"
"District 05","Various","05-08953.00","","","","SPOT IMPROVEMENTS(O)","","","IMPROVE THE HURSTBOURNE PARKWAY (KY 1747) AT SHELBYVILLE ROAD (US 60) INTERSECTION TO INCREASE CAPACITY, REDUCE DELAYS, AND IMPROVE SAFETY. (16CCN) (2026CCN)","","2016","2026","C","SPP","2600000","2030","","","","",""
"District 05","Various","05-08953.00","","","","SPOT IMPROVEMENTS(O)","","","IMPROVE THE HURSTBOURNE PARKWAY (KY 1747) AT SHELBYVILLE ROAD (US 60) INTERSECTION TO INCREASE CAPACITY, REDUCE DELAYS, AND IMPROVE SAFETY. (16CCN) (2026CCN)","","2016","2026","U","SPP","1040000","2029","","","","",""
"District 05","Various","05-08953.00","","","","SPOT IMPROVEMENTS(O)","","","IMPROVE THE HURSTBOURNE PARKWAY (KY 1747) AT SHELBYVILLE ROAD (US 60) INTERSECTION TO INCREASE CAPACITY, REDUCE DELAYS, AND IMPROVE SAFETY. (16CCN) (2026CCN)","","2016","2026","D","SPP","350000","2026","","","","",""
"District 05","Various","05-08953.00","","","","SPOT IMPROVEMENTS(O)","","","IMPROVE THE HURSTBOURNE PARKWAY (KY 1747) AT SHELBYVILLE ROAD (US 60) INTERSECTION TO INCREASE CAPACITY, REDUCE DELAYS, AND IMPROVE SAFETY. (16CCN) (2026CCN)","","2016","2026","R","SPP","750000","2029","","","","",""
"District 05","Anderson","05-00806.00","KY","151","KY-151","RECONSTRUCTION(O)","0.0","4.587","IMPROVE KY 151 FROM US 127 AT LAWRENCEBURG TO I-64 IN FRANKLIN COUNTY. (2020CCN) (2024CCR)","","2016","2026","C","SPP","1800000","2030","","","","003-KY-0151-000","LINESTRING (-84.919530996 38.0679372423, -84.9197644473 38.0679984808, -84.9205400422 38.0681953545, -84.9213238546 38.0684032664, -84.9214691586 38.0684567421, -84.9216067232 38.0685189509, -84.9217464934 38.068601224, -84.9218602053 38.0686838636, -84.921965073 38.0687807219, -84.9221034654 38.0689549876, -84.9222082571 38.069151538, -84.9228071119 38.0705198521, -84.9229460873 38.0708284184, -84.9233730481 38.0718203726, -84.9235943512 38.0723162664, -84.9241365956 38.0735633375, -84.9243038203 38.0739564121, -84.9246460452 38.0747310803, -84.9252920505 38.0761785305, -84.9256745558 38.0770814564, -84.92595546 38.0777186494, -84.9263556853 38.0785917616, -84.9264790602 38.0788689056, -84.926718098 38.079367113, -84.9271234926 38.0801834082, -84.9273332586 38.0806278571, -84.9276213952 38.0812109924, -84.9277583408 38.0814871303, -84.9282625437 38.0825433169, -84.9285996302 38.0832251097, -84.9287505082 38.0834988718, -84.9288811576 38.0837170164, -84.9290160327 38.0839302474, -84.9292078294 38.0842117079, -84.9298422939 38.0850875337, -84.9299886587 38.0852991952, -84.930413652 38.0858901388, -84.9307333828 38.0863232596, -84.9308814165 38.0865102143, -84.9309949956 38.0866395315, -84.9311361975 38.0867846938, -84.9312241484 38.0868751093, -84.9313462413 38.0869888307, -84.9316180468 38.0872010848, -84.9320468814 38.0875105491, -84.9333409863 38.0884447503, -84.9336889113 38.0886877357, -84.9339404445 38.088849037, -84.9341535497 38.0889661305, -84.9345814262 38.0891756123, -84.9349105146 38.0893314046, -84.9364956315 38.0900997776, -84.9371982754 38.0904457117, -84.9386621399 38.0911530758, -84.9399167794 38.0917705538, -84.9403403472 38.0919637806, -84.9405859142 38.0920695502, -84.9411571572 38.0922961933, -84.9416129619 38.0924657426, -84.9426549296 38.0928650484, -84.9441171616 38.0934127706, -84.9471322621 38.0945521665, -84.9478272968 38.0948073569, -84.9481923759 38.0949498993, -84.9483708526 38.0950274586, -84.9485523542 38.0951143766, -84.9487299473 38.0952092318, -84.948955009 38.0953491747, -84.9492851574 38.0955727682, -84.949957311 38.0960485953, -84.9503517799 38.09633414, -84.950947861 38.0967438083, -84.9512992657 38.0969952779, -84.9531221999 38.0982670626, -84.9533383453 38.0984297307, -84.9534930063 38.0985576546, -84.9537262926 38.0987745398, -84.9538547814 38.0989124486, -84.9540160803 38.0991016592, -84.9543208667 38.0994884746, -84.9550361376 38.1004199038, -84.9560929466 38.1017496463, -84.9567514145 38.1026024123, -84.9571478448 38.1030991388, -84.9585898174 38.1049480268, -84.9590267699 38.1055576183, -84.9596913121 38.1065309706, -84.9598362317 38.1067596109, -84.9603224384 38.1074780061, -84.9611662755 38.1087521725, -84.9616228441 38.1094492171, -84.9619499572 38.1099336546, -84.962171218 38.1102732028, -84.9625648834 38.1109058347, -84.9628302633 38.111345917, -84.9630378037 38.1117342565, -84.9632246215 38.1121427803, -84.963424616 38.1126197758, -84.9638470579 38.1135876448, -84.9644641119 38.1150830016, -84.9649447414 38.1162039493, -84.9650578546 38.116452144, -84.9651831766 38.1166965752, -84.9653245849 38.1169320502, -84.9654385187 38.1171033533, -84.9655681401 38.1172706408, -84.9657054462 38.1174344095, -84.965856379 38.1175916775, -84.9660108978 38.1177388064, -84.9662878953 38.1179732582, -84.96640478 38.1180635635, -84.9668873834 38.1184141725, -84.9685984998 38.1196185037, -84.9714451637 38.1216357928, -84.9730069886 38.1227366367, -84.9735079795 38.1230966768, -84.9738373129 38.1233504038, -84.9741104802 38.1235897537, -84.9742581063 38.123733806, -84.9744279716 38.1239120589, -84.9746966658 38.1242134447, -84.9756357499 38.1252989045, -84.9761551872 38.1258916663, -84.9805694576 38.1309536551, -84.9828937838 38.1336216981, -84.9856784622 38.1368106241, -84.9862471555 38.1374305713, -84.9867325276 38.1379379285, -84.9878604884 38.1390849226, -84.9881600964 38.1394002078, -84.9883041098 38.1395631672, -84.9884390708 38.1397271677, -84.9885642757 38.1398933017, -84.9887152785 38.1401202949, -84.9888044414 38.1402746617, -84.9888841907 38.1404314391, -84.9889501482 38.1405768687, -84.9890178751 38.1407530683, -84.9890694279 38.1409129601, -84.9891227089 38.1411074663, -84.9891905232 38.141409995, -84.9893730894 38.1423528754, -84.9894663929 38.142847809)"
"District 05","Anderson","05-00806.00","KY","151","KY-151","RECONSTRUCTION(O)","0.0","4.587","IMPROVE KY 151 FROM US 127 AT LAWRENCEBURG TO I-64 IN FRANKLIN COUNTY. (2020CCN) (2024CCR)","","2016","2026","U","SPP","420000","2029","","","","003-KY-0151-000","LINESTRING (-84.919530996 38.0679372423, -84.9197644473 38.0679984808, -84.9205400422 38.0681953545, -84.9213238546 38.0684032664, -84.9214691586 38.0684567421, -84.9216067232 38.0685189509, -84.9217464934 38.068601224, -84.9218602053 38.0686838636, -84.921965073 38.0687807219, -84.9221034654 38.0689549876, -84.9222082571 38.069151538, -84.9228071119 38.0705198521, -84.9229460873 38.0708284184, -84.9233730481 38.0718203726, -84.9235943512 38.0723162664, -84.9241365956 38.0735633375, -84.9243038203 38.0739564121, -84.9246460452 38.0747310803, -84.9252920505 38.0761785305, -84.9256745558 38.0770814564, -84.92595546 38.0777186494, -84.9263556853 38.0785917616, -84.9264790602 38.0788689056, -84.926718098 38.079367113, -84.9271234926 38.0801834082, -84.9273332586 38.0806278571, -84.9276213952 38.0812109924, -84.9277583408 38.0814871303, -84.9282625437 38.0825433169, -84.9285996302 38.0832251097, -84.9287505082 38.0834988718, -84.9288811576 38.0837170164, -84.9290160327 38.0839302474, -84.9292078294 38.0842117079, -84.9298422939 38.0850875337, -84.9299886587 38.0852991952, -84.930413652 38.0858901388, -84.9307333828 38.0863232596, -84.9308814165 38.0865102143, -84.9309949956 38.0866395315, -84.9311361975 38.0867846938, -84.9312241484 38.0868751093, -84.9313462413 38.0869888307, -84.9316180468 38.0872010848, -84.9320468814 38.0875105491, -84.9333409863 38.0884447503, -84.9336889113 38.0886877357, -84.9339404445 38.088849037, -84.9341535497 38.0889661305, -84.9345814262 38.0891756123, -84.9349105146 38.0893314046, -84.9364956315 38.0900997776, -84.9371982754 38.0904457117, -84.9386621399 38.0911530758, -84.9399167794 38.0917705538, -84.9403403472 38.0919637806, -84.9405859142 38.0920695502, -84.9411571572 38.0922961933, -84.9416129619 38.0924657426, -84.9426549296 38.0928650484, -84.9441171616 38.0934127706, -84.9471322621 38.0945521665, -84.9478272968 38.0948073569, -84.9481923759 38.0949498993, -84.9483708526 38.0950274586, -84.9485523542 38.0951143766, -84.9487299473 38.0952092318, -84.948955009 38.0953491747, -84.9492851574 38.0955727682, -84.949957311 38.0960485953, -84.9503517799 38.09633414, -84.950947861 38.0967438083, -84.9512992657 38.0969952779, -84.9531221999 38.0982670626, -84.9533383453 38.0984297307, -84.9534930063 38.0985576546, -84.9537262926 38.0987745398, -84.9538547814 38.0989124486, -84.9540160803 38.0991016592, -84.9543208667 38.0994884746, -84.9550361376 38.1004199038, -84.9560929466 38.1017496463, -84.9567514145 38.1026024123, -84.9571478448 38.1030991388, -84.9585898174 38.1049480268, -84.9590267699 38.1055576183, -84.9596913121 38.1065309706, -84.9598362317 38.1067596109, -84.9603224384 38.1074780061, -84.9611662755 38.1087521725, -84.9616228441 38.1094492171, -84.9619499572 38.1099336546, -84.962171218 38.1102732028, -84.9625648834 38.1109058347, -84.9628302633 38.111345917, -84.9630378037 38.1117342565, -84.9632246215 38.1121427803, -84.963424616 38.1126197758, -84.9638470579 38.1135876448, -84.9644641119 38.1150830016, -84.9649447414 38.1162039493, -84.9650578546 38.116452144, -84.9651831766 38.1166965752, -84.9653245849 38.1169320502, -84.9654385187 38.1171033533, -84.9655681401 38.1172706408, -84.9657054462 38.1174344095, -84.965856379 38.1175916775, -84.9660108978 38.1177388064, -84.9662878953 38.1179732582, -84.96640478 38.1180635635, -84.9668873834 38.1184141725, -84.9685984998 38.1196185037, -84.9714451637 38.1216357928, -84.9730069886 38.1227366367, -84.9735079795 38.1230966768, -84.9738373129 38.1233504038, -84.9741104802 38.1235897537, -84.9742581063 38.123733806, -84.9744279716 38.1239120589, -84.9746966658 38.1242134447, -84.9756357499 38.1252989045, -84.9761551872 38.1258916663, -84.9805694576 38.1309536551, -84.9828937838 38.1336216981, -84.9856784622 38.1368106241, -84.9862471555 38.1374305713, -84.9867325276 38.1379379285, -84.9878604884 38.1390849226, -84.9881600964 38.1394002078, -84.9883041098 38.1395631672, -84.9884390708 38.1397271677, -84.9885642757 38.1398933017, -84.9887152785 38.1401202949, -84.9888044414 38.1402746617, -84.9888841907 38.1404314391, -84.9889501482 38.1405768687, -84.9890178751 38.1407530683, -84.9890694279 38.1409129601, -84.9891227089 38.1411074663, -84.9891905232 38.141409995, -84.9893730894 38.1423528754, -84.9894663929 38.142847809)"
"District 05","Bullitt","05-00043.00","KY","44","KY-44","RECONSTRUCTION(O)","25.27","26.286","RECONSTRUCT KY 44 FROM KY 1319 KINGS CHURCH HIGHWAY TO SPENCER COUNTY LINE (2020CCN) (2024CCR)","","2020","2026","D","SPP","1250000","2029","","","","015-KY-0044-000","LINESTRING (-85.5040459435 38.0624519735, -85.5039636148 38.0624885561, -85.503768472 38.0625719103, -85.5035709218 38.0626481183, -85.5033709641 38.0627166322, -85.5029641493 38.0628393631, -85.5007831662 38.0634408792, -85.4985625884 38.0640307368, -85.4975775937 38.0643010637, -85.4965150934 38.0645819264, -85.4959021575 38.0647374202, -85.4957123485 38.0647806777, -85.49552465 38.0648162492, -85.4951399275 38.0648717176, -85.4949432509 38.0648916149, -85.4947448573 38.0649054669, -85.4943436 38.0649208014, -85.4935616315 38.0649358574, -85.491811423 38.0649897137, -85.4910124435 38.0650016947, -85.4908269585 38.0649993646, -85.4906456744 38.0649879814, -85.4904637387 38.0649645131, -85.4902797564 38.0649300551, -85.4901027747 38.0648807814, -85.4899352216 38.0648172486, -85.4897816146 38.0647394651, -85.489632549 38.0646540024, -85.4894901219 38.0645581176, -85.4893532845 38.0644531831, -85.4889473782 38.0641136715, -85.4882720939 38.0635307916, -85.4876030358 38.0629580831, -85.4874672589 38.0628495785, -85.4873241739 38.0627449015, -85.4871550293 38.0626429131, -85.4870166932 38.0625703787, -85.4868561176 38.0625008146, -85.4866434657 38.0624237201)"
"District 05","Bullitt","05-00043.00","KY","44","KY-44","RECONSTRUCTION(O)","25.27","26.286","RECONSTRUCT KY 44 FROM KY 1319 KINGS CHURCH HIGHWAY TO SPENCER COUNTY LINE (2020CCN) (2024CCR)","","2020","2026","U","SPP","890000","2031","","","","015-KY-0044-000","LINESTRING (-85.5040459435 38.0624519735, -85.5039636148 38.0624885561, -85.503768472 38.0625719103, -85.5035709218 38.0626481183, -85.5033709641 38.0627166322, -85.5029641493 38.0628393631, -85.5007831662 38.0634408792, -85.4985625884 38.0640307368, -85.4975775937 38.0643010637, -85.4965150934 38.0645819264, -85.4959021575 38.0647374202, -85.4957123485 38.0647806777, -85.49552465 38.0648162492, -85.4951399275 38.0648717176, -85.4949432509 38.0648916149, -85.4947448573 38.0649054669, -85.4943436 38.0649208014, -85.4935616315 38.0649358574, -85.491811423 38.0649897137, -85.4910124435 38.0650016947, -85.4908269585 38.0649993646, -85.4906456744 38.0649879814, -85.4904637387 38.0649645131, -85.4902797564 38.0649300551, -85.4901027747 38.0648807814, -85.4899352216 38.0648172486, -85.4897816146 38.0647394651, -85.489632549 38.0646540024, -85.4894901219 38.0645581176, -85.4893532845 38.0644531831, -85.4889473782 38.0641136715, -85.4882720939 38.0635307916, -85.4876030358 38.0629580831, -85.4874672589 38.0628495785, -85.4873241739 38.0627449015, -85.4871550293 38.0626429131, -85.4870166932 38.0625703787, -85.4868561176 38.0625008146, -85.4866434657 38.0624237201)"
"District 05","Bullitt","05-00043.00","KY","44","KY-44","RECONSTRUCTION(O)","25.27","26.286","RECONSTRUCT KY 44 FROM KY 1319 KINGS CHURCH HIGHWAY TO SPENCER COUNTY LINE (2020CCN) (2024CCR)","","2020","2026","C","SPP","5570000","2032","","","","015-KY-0044-000","LINESTRING (-85.5040459435 38.0624519735, -85.5039636148 38.0624885561, -85.503768472 38.0625719103, -85.5035709218 38.0626481183, -85.5033709641 38.0627166322, -85.5029641493 38.0628393631, -85.5007831662 38.0634408792, -85.4985625884 38.0640307368, -85.4975775937 38.0643010637, -85.4965150934 38.0645819264, -85.4959021575 38.0647374202, -85.4957123485 38.0647806777, -85.49552465 38.0648162492, -85.4951399275 38.0648717176, -85.4949432509 38.0648916149, -85.4947448573 38.0649054669, -85.4943436 38.0649208014, -85.4935616315 38.0649358574, -85.491811423 38.0649897137, -85.4910124435 38.0650016947, -85.4908269585 38.0649993646, -85.4906456744 38.0649879814, -85.4904637387 38.0649645131, -85.4902797564 38.0649300551, -85.4901027747 38.0648807814, -85.4899352216 38.0648172486, -85.4897816146 38.0647394651, -85.489632549 38.0646540024, -85.4894901219 38.0645581176, -85.4893532845 38.0644531831, -85.4889473782 38.0641136715, -85.4882720939 38.0635307916, -85.4876030358 38.0629580831, -85.4874672589 38.0628495785, -85.4873241739 38.0627449015, -85.4871550293 38.0626429131, -85.4870166932 38.0625703787, -85.4868561176 38.0625008146, -85.4866434657 38.0624237201)"
"District 05","Bullitt","05-00043.00","KY","44","KY-44","RECONSTRUCTION(O)","25.27","26.286","RECONSTRUCT KY 44 FROM KY 1319 KINGS CHURCH HIGHWAY TO SPENCER COUNTY LINE (2020CCN) (2024CCR)","","2020","2026","P","STP2","0","2029","","","","015-KY-0044-000","LINESTRING (-85.5040459435 38.0624519735, -85.5039636148 38.0624885561, -85.503768472 38.0625719103, -85.5035709218 38.0626481183, -85.5033709641 38.0627166322, -85.5029641493 38.0628393631, -85.5007831662 38.0634408792, -85.4985625884 38.0640307368, -85.4975775937 38.0643010637, -85.4965150934 38.0645819264, -85.4959021575 38.0647374202, -85.4957123485 38.0647806777, -85.49552465 38.0648162492, -85.4951399275 38.0648717176, -85.4949432509 38.0648916149, -85.4947448573 38.0649054669, -85.4943436 38.0649208014, -85.4935616315 38.0649358574, -85.491811423 38.0649897137, -85.4910124435 38.0650016947, -85.4908269585 38.0649993646, -85.4906456744 38.0649879814, -85.4904637387 38.0649645131, -85.4902797564 38.0649300551, -85.4901027747 38.0648807814, -85.4899352216 38.0648172486, -85.4897816146 38.0647394651, -85.489632549 38.0646540024, -85.4894901219 38.0645581176, -85.4893532845 38.0644531831, -85.4889473782 38.0641136715, -85.4882720939 38.0635307916, -85.4876030358 38.0629580831, -85.4874672589 38.0628495785, -85.4873241739 38.0627449015, -85.4871550293 38.0626429131, -85.4870166932 38.0625703787, -85.4868561176 38.0625008146, -85.4866434657 38.0624237201)"
