"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS","RT_UNIQUE","GEOMETRY_WKT"
"District 02","Caldwell","02-00011.00","I","24","I-24","PLANNING","54.842","57.389","STUDY THE I-24 CORRIDOR FROM THE I-69 INTERCHANGE IN LYON COUNTY TO THE TENNESSEE STATE LINE.","","2024","2026","P","NH","750000","2029","","","","017-I-0024-000","LINESTRING (-88.0849811025 37.071264077, -88.0845778049 37.0711369673, -88.0818628695 37.0702394238, -88.0785515893 37.0691702252, -88.078085784 37.0690199207, -88.0774488491 37.0688238577, -88.0755839548 37.0682009419, -88.0734927256 37.067530863, -88.0728540242 37.0673433284, -88.0722106026 37.0671803346, -88.071564578 37.0670327752, -88.0709136362 37.0669034418, -88.070256382 37.0667915391, -88.0698169065 37.0667263931, -88.0693767193 37.0666714257, -88.0684903139 37.0665769896, -88.0488655573 37.0646550992, -88.0479891513 37.0645495964, -88.0473113403 37.064480829, -88.046862567 37.0644242973, -88.0466383714 37.0643910826, -88.0464181184 37.0643522943, -88.0459825899 37.0642581354, -88.045767322 37.0642030388, -88.0453463867 37.064081666, -88.0449361687 37.0639408495, -88.0447345933 37.063862678, -88.0445359415 37.0637792296, -88.0441447102 37.0635979257, -88.043954864 37.0634997419, -88.0435857485 37.0632905274, -88.043228957 37.0630695308, -88.0425370966 37.0626089739, -88.0386561936 37.0599899646, -88.0363147127 37.0584147982, -88.0335686889 37.0565538375, -88.0332193132 37.0563266218, -88.0325380111 37.0558597576, -88.0304793916 37.0544695936, -88.0264892567 37.0517696438, -88.0259521195 37.0514194298, -88.0257838003 37.0512946975, -88.0252528355 37.0509443597, -88.0250835333 37.0508210193, -88.0245627845 37.0504682805, -88.024214007 37.0502363566, -88.0218244292 37.0486145982, -88.0151702802 37.0441184273, -88.0148300329 37.0438832886, -88.0144994878 37.043640268, -88.0140154512 37.0432628693, -88.0136957997 37.0430058983, -88.0132349664 37.0426022201, -88.0129346279 37.0423264656, -88.0126409518 37.0420442615, -88.0123577882 37.0417582804, -88.0116750265 37.0410303379, -88.0105861054 37.0398806088, -88.0104457753 37.0397391033, -88.010313132 37.0395911291, -88.0063951117 37.0354363732, -88.0062663438 37.0352913416, -88.0061281753 37.0351528108, -88.0058642171 37.0348656189, -88.005726035 37.034726539, -88.0046836084 37.0336239346, -88.0023447289 37.0311387267, -88.001932332 37.0307118165, -88.0016473541 37.030431067, -88.0013522206 37.0301543592, -88.0010493523 37.0298824709, -88.00058028 37.0294846748, -88.0000951305 37.0290990015, -87.9997614351 37.0288499583, -87.9994192454 37.0286032767, -87.999072612 37.0283682177, -87.9987182933 37.0281396254, -87.9983607258 37.0279168644, -87.9979982885 37.0277029871, -87.9967077128 37.026967197, -87.9946954767 37.0258288335, -87.99342388 37.0251181912, -87.9921509358 37.0243960235, -87.9917833907 37.02419349, -87.9908733741 37.0236676133, -87.9903357494 37.0233458233, -87.989800703 37.0230184869, -87.9889226894 37.0224504951, -87.988408271 37.0221021513, -87.9879032057 37.0217456587, -87.9874054827 37.0213824295, -87.9870777748 37.0211362584, -87.9865920329 37.0207609821, -87.9859579954 37.0202498179, -87.985491063 37.0198615383, -87.9847338669 37.019195317, -87.9837553565 37.018310814, -87.9748809076 37.0102682685, -87.9747296969 37.01013682, -87.9732308034 37.0087704296, -87.9729262327 37.0085039985, -87.9727777428 37.0083601338, -87.9724847674 37.0080918317, -87.9723229357 37.0079484964, -87.9721709591 37.007825576, -87.9708001652 37.0065825316, -87.9696987711 37.0056552086, -87.9687494071 37.0048867879, -87.9677864094 37.0041430701, -87.9669710761 37.0035385622, -87.9666276753 37.0033126911, -87.9661274795 37.0029507965, -87.9654624138 37.0024807768, -87.964265557 37.0016914849, -87.963387742 37.0011381418, -87.962674771 37.0007033594, -87.9617699083 37.000172771, -87.9612222561 36.9998609338, -87.9606689442 36.999554421, -87.9599268125 36.9991517693, -87.9591750541 36.9987591853, -87.9587943069 36.9985661431, -87.958025833 36.9981870565, -87.9568676122 36.9976343179, -87.9556960206 36.9971037991, -87.9545000715 36.9965946096, -87.9535003365 36.9961882835, -87.9526917988 36.995877503, -87.9516714903 36.9954929791, -87.9391955314 36.9908244166, -87.9388046976 36.9906696873, -87.938592383 36.9906000572, -87.9347452979 36.9891534554, -87.9286020814 36.9868560986, -87.9165821518 36.9823546434, -87.9137336514 36.9812832516, -87.9060347899 36.9784032389, -87.8971204242 36.9750608517, -87.8877233745 36.9715365674, -87.8852606695 36.9706134404, -87.8842616927 36.9702317932, -87.8796400721 36.9685014812, -87.873673767 36.9662598613, -87.8697955839 36.9648092566, -87.8676745507 36.9640157948, -87.8659246297 36.963354548, -87.8648296719 36.9629492111, -87.8628658517 36.9622033513, -87.8594181665 36.9609143581, -87.8588685142 36.9607001626, -87.8580429263 36.9603635, -87.8577718702 36.9602442436, -87.8572350324 36.9599984911, -87.8569692215 36.9598708961, -87.8564459002 36.9596064882, -87.8556860952 36.9591980168, -87.855194194 36.9589184749, -87.8549539847 36.9587758526, -87.8544840504 36.9584860205, -87.8542546602 36.9583385302, -87.8538035909 36.9580376413, -87.8535815611 36.9578839727, -87.8529357124 36.9574121607, -87.8523181693 36.9569362628, -87.8514232119 36.9562109911, -87.85093445 36.9558102267, -87.8479090342 36.9533622246, -87.8462615429 36.9520282677, -87.8445543387 36.9506376758, -87.8434597378 36.9497566101, -87.8401002381 36.9470199388, -87.8363417401 36.9439818365, -87.8351553566 36.9430792683, -87.8349073013 36.9428974628, -87.8343951084 36.9425338643, -87.8338609985 36.9421695585, -87.8333074173 36.9418064229, -87.8324756608 36.9412853648, -87.8319313335 36.9409591427, -87.8313983849 36.940648099, -87.8291671069 36.9393938659, -87.8256662956 36.9374370331, -87.8231783732 36.9360403021, -87.8224422336 36.9356182885, -87.8214723858 36.9350482456, -87.8205037152 36.9344583954, -87.8109857161 36.9285663608, -87.8075079365 36.9264151969, -87.8056959934 36.9252868899, -87.8018880276 36.9229367456, -87.7985581795 36.920870894, -87.7961833357 36.9194037608, -87.7951339731 36.9187632077, -87.794345764 36.9183015568, -87.7927815028 36.9173964314, -87.7862644834 36.9136368855, -87.7815181112 36.9108871825, -87.7807329839 36.9104446183, -87.7770300129 36.9083014577, -87.7757429679 36.9075500546, -87.7752469624 36.9072466351, -87.7750040081 36.907091814, -87.774529908 36.9067759229, -87.7740679488 36.9064534986, -87.7738390639 36.9062874429, -87.7733854743 36.9059453669, -87.7708670459 36.9039629641, -87.7665455126 36.9005465386, -87.7656061063 36.89981619, -87.7653656463 36.8996379566, -87.7651201616 36.8994636564, -87.7648700098 36.8992938311, -87.764616188 36.8991273659, -87.7640988457 36.8988025686, -87.7635702087 36.8984900521, -87.7633017698 36.898339496, -87.7594528071 36.8962716736, -87.7577806421 36.8953652141, -87.7561927675 36.8945141392, -87.7512131472 36.891830181, -87.7506592314 36.8915276574, -87.7501183814 36.8912147425, -87.7495895705 36.8908914548, -87.7477362295 36.8897223342, -87.7471995033 36.889396425, -87.7466608322 36.88906148, -87.7431903436 36.8868641139, -87.7391356631 36.8843071768, -87.734677338 36.8814891664, -87.7316237955 36.8795667374, -87.729490579 36.8782274011, -87.7285119007 36.8776298419, -87.7277714576 36.8771966108, -87.7270272106 36.8767744284, -87.7262618623 36.876355621, -87.724151542 36.875216334, -87.7167525369 36.8712394695, -87.7162352284 36.8709526495, -87.7159835321 36.8708071985, -87.7157392535 36.870657775, -87.7154990057 36.8705055367, -87.7152641178 36.8703490855, -87.7148063688 36.8700252664, -87.7143646111 36.869685242, -87.7141514024 36.8695078205, -87.7137346845 36.8691445694, -87.713332953 36.868765956, -87.7131377008 36.8685689993, -87.7129474325 36.8683664647, -87.7125805361 36.8679468788, -87.7124049908 36.8677320069, -87.7110965568 36.8660454688, -87.7107780129 36.865643741, -87.7073460958 36.8611874789, -87.7048493608 36.8579704915, -87.7045098721 36.8575364108, -87.704334018 36.8573209845, -87.7039700984 36.8568936312, -87.7035931439 36.8564774855, -87.703208029 36.8560760342, -87.702812799 36.8556928824, -87.7024069891 36.8553233675, -87.7021996083 36.8551439043, -87.7017710849 36.8547945476, -87.7013287352 36.8544522888, -87.7008652833 36.8541134054, -87.7003760894 36.8537834686, -87.7001243447 36.8536195804, -87.6996036031 36.8532986855, -87.6990618816 36.8529858324, -87.6987831001 36.8528336575, -87.6982097396 36.8525394618, -87.69762481 36.8522602912, -87.6973322479 36.8521300461, -87.6967495964 36.851885719, -87.6961660241 36.8516584365, -87.6946772809 36.8510999199, -87.6819344879 36.8463653295, -87.6813366187 36.8461368385, -87.6807429266 36.8458978357, -87.6801468771 36.8456467837, -87.6795632395 36.8453864568, -87.6789972439 36.84512089, -87.6787224077 36.844986458, -87.6781874221 36.8447170752, -87.6776695578 36.8444487792, -87.6771665959 36.8441750146, -87.676676918 36.843899379, -87.67597237 36.8434814416, -87.6752910781 36.8430504782, -87.674845731 36.8427570684, -87.6744112988 36.8424626522, -87.6739936386 36.8421690553, -87.6732190296 36.8416033766, -87.6729693997 36.8414113781, -87.6726788853 36.8411843447, -87.672278493 36.8408572172, -87.6718579068 36.8405021294, -87.6715684605 36.8402498041, -87.6711251416 36.8398475668, -87.6706723063 36.8394204879, -87.6703712668 36.8391287954, -87.6697711018 36.8385132357, -87.6653751921 36.8338866052, -87.6648533346 36.8333634015, -87.6638316496 36.8322688266, -87.6623023034 36.8306557407, -87.6617761723 36.8301106188, -87.6614157917 36.8297536793, -87.6610428693 36.8294139767, -87.6606597585 36.8290900986, -87.6604580933 36.8289269511, -87.6600465145 36.8286120556, -87.6596261359 36.8283137841, -87.6591892323 36.828024025, -87.6587323563 36.8277414599, -87.6556293747 36.8259140729, -87.6539645633 36.8249423246, -87.6446307854 36.8194588626, -87.6427224371 36.818342874, -87.6424857283 36.8182099358, -87.642247472 36.8180833409, -87.6417666312 36.8178480744, -87.6412699409 36.8176344909, -87.641015612 36.8175342514, -87.6407552879 36.8174401516, -87.6404910124 36.8173518855, -87.6402220811 36.8172686377, -87.6396674962 36.8171164233, -87.6386965482 36.816887201, -87.6289629895 36.8145888846, -87.6281594774 36.8143991669, -87.6277481923 36.8142920997, -87.6274762884 36.8142118926, -87.627209 36.8141250181, -87.6269476477 36.8140295321, -87.6266936566 36.8139278826, -87.6264445905 36.8138181865, -87.6262032486 36.8137031456, -87.6259654926 36.8135811803, -87.6257316439 36.813451459, -87.6255020426 36.8133139767, -87.6252790731 36.8131684213, -87.6250624347 36.8130164451, -87.6248518008 36.812858603, -87.6244380113 36.8125276888, -87.6229575728 36.8112904739, -87.6223208869 36.8107472407, -87.6212663659 36.8098736935, -87.6202366398 36.8090071547, -87.6195996723 36.8084784703, -87.6169156652 36.8062293691, -87.6166995359 36.8060551198, -87.6160623517 36.8055157078, -87.6133398709 36.8032355571, -87.6089168846 36.7995374463, -87.6080513243 36.7988057955, -87.6063411454 36.797372357, -87.6052834042 36.7965053171, -87.6048505232 36.7961685984, -87.6046292253 36.7960040247, -87.6041730499 36.7956781146, -87.6039388617 36.7955170421, -87.6032207202 36.7950390142, -87.6027322553 36.7947328432, -87.6024836705 36.7945832602, -87.6019757273 36.794290307, -87.6017160489 36.7941477668, -87.6009224921 36.793726691, -87.6003819998 36.7934567758, -87.5998339023 36.7931968679, -87.5992813536 36.7929502132, -87.5990024911 36.7928326952, -87.5984449719 36.7926058939, -87.5980667091 36.7924600154, -87.5938368798 36.7908118705, -87.593026286 36.7905003408, -87.5908816911 36.7896600489, -87.5892743955 36.7890441399, -87.5870846448 36.7881833447, -87.586819644 36.788072445, -87.5862993876 36.7878441729, -87.585276195 36.7873692181, -87.5847633023 36.7871064857, -87.584017047 36.7866993831, -87.5808425065 36.7848442768, -87.5790965628 36.7838142629, -87.5771454302 36.7826720855, -87.5761548001 36.7820844664, -87.5703061536 36.7786521282, -87.5693051479 36.7780687356, -87.5663262948 36.7763112626, -87.5648850779 36.7754682772, -87.5641790108 36.7750475116, -87.5609305818 36.7731455144, -87.5597490553 36.7724470189, -87.5555743542 36.7699981374, -87.5498407073 36.7666261924, -87.5486436741 36.7659272785, -87.5467139796 36.7647856489, -87.5450461529 36.7638132619, -87.5436367196 36.7629799683, -87.537711788 36.7595005273, -87.5364857344 36.7587774937, -87.5360011425 36.7584833523, -87.5352995296 36.7580782803, -87.5315565787 36.7558743536, -87.5309137744 36.7554999419, -87.5296369015 36.7547443818, -87.5292167745 36.7545033363, -87.5285820529 36.7541232944, -87.5279369035 36.7537494526, -87.5248536189 36.7519389881, -87.5219222738 36.7502107262, -87.5181931517 36.7480240264, -87.5167406625 36.7471630558, -87.5106706436 36.7435891759, -87.5092477193 36.7427589803, -87.5085707314 36.7423580484, -87.5002436616 36.7374573449, -87.498199 36.7362537687, -87.4954465299 36.7346210488, -87.4947364241 36.7341543398, -87.4942609103 36.7338255582, -87.4940324815 36.733658691, -87.4935897584 36.7333162293, -87.4931614595 36.7329628356, -87.492742057 36.7325955728, -87.4923370611 36.7322165557, -87.4921411277 36.7320231017, -87.4917645763 36.7316343155, -87.4914066696 36.7312400302, -87.4910590373 36.7308324034, -87.490723358 36.7304103133, -87.490402046 36.7299748221, -87.4900961245 36.729525914, -87.4899488914 36.7292982149, -87.4896692582 36.7288349022, -87.48940199 36.728360142, -87.489115467 36.7278200208, -87.4840464591 36.7182609488, -87.4837968058 36.717807064, -87.4833927719 36.7171390396, -87.4830987374 36.7166984529, -87.48278462 36.716259813, -87.4826195804 36.7160419861, -87.4822784685 36.71561611, -87.4819223238 36.715203917, -87.4815490231 36.7148021428, -87.4811622538 36.7144079845, -87.4809640149 36.7142148236, -87.4805571234 36.7138355217, -87.4801386606 36.7134720492, -87.4797075066 36.7131203007, -87.4792643578 36.7127808153, -87.4788112648 36.7124538373, -87.4785814387 36.7122960277, -87.4781165359 36.7119892754, -87.4776420294 36.7116950252, -87.4771465341 36.711407678, -87.4766277244 36.7111300149, -87.4760910013 36.7108594837, -87.4758184731 36.7107283991, -87.4752661677 36.7104773239, -87.4747022459 36.7102401535, -87.474416483 36.7101268422, -87.4706550745 36.7086755775, -87.4674609031 36.7074528372, -87.4611031835 36.7050049973, -87.455632363 36.7028983767, -87.4512929632 36.7012275681, -87.4485786154 36.7001824064, -87.4481441996 36.7000083095, -87.4408854346 36.6972215454, -87.4366515824 36.6955884877, -87.4343949807 36.6947231173, -87.4336404262 36.6944305647, -87.4334003999 36.6943283016, -87.4324062484 36.6939521499, -87.4288045767 36.6925694751, -87.4248423226 36.6910397327, -87.4240828436 36.6907370278, -87.4230653587 36.6903196583, -87.4223112742 36.6899981859, -87.4216248821 36.6896990793, -87.420859094 36.6893568916, -87.4198970863 36.6889172695, -87.4095585637 36.6841120357, -87.4042199881 36.6816325299, -87.4037477101 36.6814173346, -87.3994252767 36.6793985671, -87.3988330716 36.6791249064, -87.3979812314 36.6787208947, -87.3975141782 36.6784935151, -87.3970588611 36.6782569026, -87.3963839412 36.6778803035, -87.3959441188 36.6776190202, -87.39572805 36.6774847528, -87.3953022137 36.6772078862, -87.3948853552 36.6769204537, -87.3942805326 36.6764736299, -87.393893858 36.6761626922, -87.3933295686 36.6756820529, -87.3854199668 36.6686829562, -87.3848930834 36.6682239984, -87.3847118001 36.6680721904, -87.3841473113 36.6676239226, -87.3833655218 36.6670446759, -87.3814501659 36.6656527067, -87.3806745376 36.6651041204, -87.3800886267 36.664672066, -87.3776765111 36.6629274804, -87.3774744284 36.6627743064, -87.3770454328 36.6624705017, -87.3747108738 36.6607901402, -87.3720002653 36.6588197272, -87.3711813281 36.6582324079, -87.3701952525 36.6575136548, -87.3697967397 36.6572294507, -87.3683813348 36.6562027375, -87.3679684259 36.6558984017, -87.3674881674 36.6555691854, -87.3663376909 36.6547321176, -87.3658218028 36.6543781227, -87.365203576 36.6539730906, -87.3648469762 36.6537498116, -87.3642866464 36.6534211503, -87.3640941279 36.6533139653, -87.3634979343 36.6529976115, -87.3628748139 36.6526970109, -87.3622291657 36.6524107286, -87.3617855244 36.6522290292, -87.3611049311 36.6519660257, -87.3608710449 36.6518846802, -87.3601782956 36.6516267839, -87.358779462 36.6511243496, -87.3565376344 36.6503020683, -87.3561060277 36.6501399564, -87.3547618255 36.6496551191, -87.3527059002 36.6488985816, -87.3522543681 36.6487444218, -87.3513709949 36.6484160496, -87.3497959005 36.6478423338, -87.3470042101 36.6468156948, -87.34655512 36.6466469223, -87.3463350964 36.646558765, -87.3459098773 36.64637428, -87.3454899016 36.6461798323, -87.3452828742 36.6460774855, -87.3448768412 36.6458652649, -87.3442756772 36.6455167463, -87.3438771065 36.6452703605, -87.3435062421 36.6450123305, -87.343308185 36.6448826648, -87.3429419646 36.6446023215, -87.3425863358 36.6443069989, -87.3422427566 36.6440010713, -87.3399362747 36.6418268891, -87.3398097367 36.6417099689, -87.339738306 36.6416362402)"
"District 02","Caldwell","02-10062.00","I","69","I-69","AM-BRIDGE (P)","89.823","89.848","BRIDGE PROJECT IN CALDWELL COUNTY ON (017B00033L and 017B00033R) I-69 AT TRADEWATER RIVER","017B00033L","2022","2026","C","BRO","11247863","2031","","","","017-I-0069-000","LINESTRING (-87.7308495286 37.1788245716, -87.7306988049 37.1789043556, -87.7304670753 37.1790211972)"
"District 02","Caldwell","02-10062.00","I","69","I-69","AM-BRIDGE (P)","89.823","89.848","BRIDGE PROJECT IN CALDWELL COUNTY ON (017B00033L and 017B00033R) I-69 AT TRADEWATER RIVER","017B00033L","2022","2026","D","BRO","1687179","2031","","","","017-I-0069-000","LINESTRING (-87.7308495286 37.1788245716, -87.7306988049 37.1789043556, -87.7304670753 37.1790211972)"
"District 02","Caldwell","02-10063.00","KY","293","KY-293","AM-BRIDGE (P)","18.117","18.199","BRIDGE PROJECT IN CALDWELL COUNTY ON (017B00050N) KY-293 AT DONALDSON CREEK","017B00050N","2022","2026","C","BRX","8660621","2026","","","","017-KY-0293-000","LINESTRING (-87.8101639681 37.2834190839, -87.8101650934 37.2834335794, -87.8102413082 37.2846111093)"
"District 02","Caldwell","02-10063.00","KY","293","KY-293","AM-BRIDGE (P)","18.117","18.199","BRIDGE PROJECT IN CALDWELL COUNTY ON (017B00050N) KY-293 AT DONALDSON CREEK","017B00050N","2022","2026","D","BRX","1299093","2026","","","","017-KY-0293-000","LINESTRING (-87.8101639681 37.2834190839, -87.8101650934 37.2834335794, -87.8102413082 37.2846111093)"
"District 02","Caldwell","02-10064.00","CR","1011","CR-1011","AM-BRIDGE (P)","1.191","1.231","BRIDGE PROJECT IN CALDWELL COUNTY ON (017B00060N) LEWISTOWN CHURCH R AT I-69","017B00060N","2022","2026","D","BRX","365223","2032","","","","017-CR-1011-000","LINESTRING (-87.7990592104 37.1471474981, -87.7994486917 37.1476343468)"
"District 02","Caldwell","02-22079.00","I","69","I-69","AM-PAVEMENT (INT)(P)","73.694","79.35","ADDRESS CONDITION OF I-069 FROM MILEPOINT 73.694 TO MILEPOINT 77.994","","2022","2026","D","NHPM","1290000","2028","","","","017-I-0069-000","LINESTRING (-88.0003449574 37.1082537642, -87.9971326901 37.1078457136, -87.9959373024 37.1076978859, -87.9947527417 37.1075448925, -87.992945295 37.1073239363, -87.9889295811 37.1068173906, -87.9883089342 37.1067438775, -87.9877024709 37.1066857483, -87.9874041056 37.1066645563, -87.9871090966 37.106652365, -87.986818048 37.1066464148, -87.9865272704 37.1066495255, -87.9862360381 37.1066603359, -87.9856527339 37.1066998281, -87.9853623944 37.1067290261, -87.9850729532 37.1067653493, -87.9847857567 37.1068079471, -87.9845004473 37.1068562776, -87.9842177008 37.1069100524, -87.9816076928 37.1074479925, -87.9755837318 37.1087146059, -87.9743570781 37.1089671546, -87.9710811755 37.1096565794, -87.9681581266 37.1102630941, -87.9675973182 37.1103682755, -87.9670213689 37.110460282, -87.9667258629 37.1105010693, -87.9661267309 37.1105748306, -87.9655374498 37.1106338405, -87.9649583655 37.1106780934, -87.9646683298 37.1106951463, -87.9640834174 37.1107164283, -87.9634918955 37.1107229988, -87.9631944493 37.1107215067, -87.9628958356 37.1107153655, -87.9622955997 37.1106940734, -87.9616921736 37.1106577288, -87.9610887177 37.1106087442, -87.9592942228 37.1104532283, -87.95809003 37.1103425426, -87.9562030841 37.1101804908, -87.9536167144 37.109948124, -87.9523640019 37.1098432417, -87.951751183 37.1098136166, -87.9514485335 37.1098099957, -87.951147857 37.1098151271, -87.9508497497 37.109825979, -87.9505542608 37.1098441981, -87.9502593167 37.1098692745, -87.9499645748 37.1099012142, -87.9496693484 37.1099400307, -87.9493736387 37.1099857233, -87.9490781293 37.1100382795, -87.948181032 37.1102214172, -87.9449163485 37.1109401086, -87.9425864669 37.1114405707, -87.9405312914 37.1118932379, -87.9384744869 37.1123379323, -87.9382019516 37.1124023919, -87.9376559104 37.1125217113, -87.936558162 37.112754405, -87.9354548382 37.1130077969, -87.934047515 37.1133528659, -87.9328959822 37.1136475212, -87.9311945905 37.1141079533, -87.9283787587 37.1148782101, -87.92727692 37.1151963301, -87.926466113 37.1154485644, -87.9253946879 37.1157985157, -87.9238301899 37.1163571048, -87.9228813406 37.1166879874, -87.922085126 37.116959424, -87.9215890698 37.1171126244, -87.9213346097 37.1171863219, -87.9210745995 37.1172579249, -87.9205370843 37.1173893669, -87.9199809879 37.1175071413, -87.9194105063 37.1176139171, -87.9191203047 37.117661902, -87.9188264838 37.1177033602, -87.9182354979 37.1177775456, -87.9144633503 37.118217732, -87.913631779 37.1183241098, -87.913355407 37.1183641304, -87.9125299057 37.1185025302, -87.9119758223 37.1186075915, -87.9006115352 37.120990567)"
"District 02","Caldwell","02-22079.00","I","69","I-69","AM-PAVEMENT (INT)(P)","73.694","79.35","ADDRESS CONDITION OF I-069 FROM MILEPOINT 73.694 TO MILEPOINT 77.994","","2022","2026","C","NHPM","12850000","2028","","","","017-I-0069-000","LINESTRING (-88.0003449574 37.1082537642, -87.9971326901 37.1078457136, -87.9959373024 37.1076978859, -87.9947527417 37.1075448925, -87.992945295 37.1073239363, -87.9889295811 37.1068173906, -87.9883089342 37.1067438775, -87.9877024709 37.1066857483, -87.9874041056 37.1066645563, -87.9871090966 37.106652365, -87.986818048 37.1066464148, -87.9865272704 37.1066495255, -87.9862360381 37.1066603359, -87.9856527339 37.1066998281, -87.9853623944 37.1067290261, -87.9850729532 37.1067653493, -87.9847857567 37.1068079471, -87.9845004473 37.1068562776, -87.9842177008 37.1069100524, -87.9816076928 37.1074479925, -87.9755837318 37.1087146059, -87.9743570781 37.1089671546, -87.9710811755 37.1096565794, -87.9681581266 37.1102630941, -87.9675973182 37.1103682755, -87.9670213689 37.110460282, -87.9667258629 37.1105010693, -87.9661267309 37.1105748306, -87.9655374498 37.1106338405, -87.9649583655 37.1106780934, -87.9646683298 37.1106951463, -87.9640834174 37.1107164283, -87.9634918955 37.1107229988, -87.9631944493 37.1107215067, -87.9628958356 37.1107153655, -87.9622955997 37.1106940734, -87.9616921736 37.1106577288, -87.9610887177 37.1106087442, -87.9592942228 37.1104532283, -87.95809003 37.1103425426, -87.9562030841 37.1101804908, -87.9536167144 37.109948124, -87.9523640019 37.1098432417, -87.951751183 37.1098136166, -87.9514485335 37.1098099957, -87.951147857 37.1098151271, -87.9508497497 37.109825979, -87.9505542608 37.1098441981, -87.9502593167 37.1098692745, -87.9499645748 37.1099012142, -87.9496693484 37.1099400307, -87.9493736387 37.1099857233, -87.9490781293 37.1100382795, -87.948181032 37.1102214172, -87.9449163485 37.1109401086, -87.9425864669 37.1114405707, -87.9405312914 37.1118932379, -87.9384744869 37.1123379323, -87.9382019516 37.1124023919, -87.9376559104 37.1125217113, -87.936558162 37.112754405, -87.9354548382 37.1130077969, -87.934047515 37.1133528659, -87.9328959822 37.1136475212, -87.9311945905 37.1141079533, -87.9283787587 37.1148782101, -87.92727692 37.1151963301, -87.926466113 37.1154485644, -87.9253946879 37.1157985157, -87.9238301899 37.1163571048, -87.9228813406 37.1166879874, -87.922085126 37.116959424, -87.9215890698 37.1171126244, -87.9213346097 37.1171863219, -87.9210745995 37.1172579249, -87.9205370843 37.1173893669, -87.9199809879 37.1175071413, -87.9194105063 37.1176139171, -87.9191203047 37.117661902, -87.9188264838 37.1177033602, -87.9182354979 37.1177775456, -87.9144633503 37.118217732, -87.913631779 37.1183241098, -87.913355407 37.1183641304, -87.9125299057 37.1185025302, -87.9119758223 37.1186075915, -87.9006115352 37.120990567)"
"District 02","Caldwell","02-22080.00","I","69","I-69","AM-PAVEMENT (INT)(P)","77.994","79.35","ADDRESS CONDITION OF I-069 FROM MILEPOINT 77.994 TO MILEPOINT 79.35","","2022","2026","D","NHPM","120000","2029","","","","017-I-0069-000","LINESTRING (-87.9243794312 37.1161610067, -87.9238301899 37.1163571048, -87.9228813406 37.1166879874, -87.922085126 37.116959424, -87.9215890698 37.1171126244, -87.9213346097 37.1171863219, -87.9210745995 37.1172579249, -87.9205370843 37.1173893669, -87.9199809879 37.1175071413, -87.9194105063 37.1176139171, -87.9191203047 37.117661902, -87.9188264838 37.1177033602, -87.9182354979 37.1177775456, -87.9144633503 37.118217732, -87.913631779 37.1183241098, -87.913355407 37.1183641304, -87.9125299057 37.1185025302, -87.9119758223 37.1186075915, -87.9006115352 37.120990567)"
"District 02","Caldwell","02-22080.00","I","69","I-69","AM-PAVEMENT (INT)(P)","77.994","79.35","ADDRESS CONDITION OF I-069 FROM MILEPOINT 77.994 TO MILEPOINT 79.35","","2022","2026","C","NHPM","1200000","2029","","","","017-I-0069-000","LINESTRING (-87.9243794312 37.1161610067, -87.9238301899 37.1163571048, -87.9228813406 37.1166879874, -87.922085126 37.116959424, -87.9215890698 37.1171126244, -87.9213346097 37.1171863219, -87.9210745995 37.1172579249, -87.9205370843 37.1173893669, -87.9199809879 37.1175071413, -87.9194105063 37.1176139171, -87.9191203047 37.117661902, -87.9188264838 37.1177033602, -87.9182354979 37.1177775456, -87.9144633503 37.118217732, -87.913631779 37.1183241098, -87.913355407 37.1183641304, -87.9125299057 37.1185025302, -87.9119758223 37.1186075915, -87.9006115352 37.120990567)"
